SMILES,Name,Cluster,Center
Cc1cn([C@@H]2C[C@H](O)[C@@H](CO[P@@](=O)(O)O[P@](=O)(O)O[C@H]3O[C@H](C)[C@@H](N)[C@H](O)[C@H]3O)O2)c(=O)[nH]c1=O,10230851,4,No
O=C(/C=C/c1ccccc1)OCc1cc(O)ccc1O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,102340970,0,No
O=C(OCc1cc(O)ccc1O[C@@H]1O[C@@H](CO)[C@@H](O)[C@H](O)[C@H]1O)c1ccc(O)cc1,102340975,0,No
OC[C@H]1O[C@@H](OC[C@@H]2O[C@@H](OC[C@H]3O[C@@H](OC[C@H]4O[C@@H](OCCCCCCCC5OCCCO5)[C@H](O)[C@@H](O)[C@@H]4O)[C@H](O)[C@@H](O)[C@@H]3O)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,102366211,3,No
COC(=O)C1=CO[C@@H](O[C@@H]2O[C@H](COC(=O)[C@H](C)COC(=O)c3ccc(OC)c(OC)c3)[C@@H](O)[C@H](O)[C@H]2O)[C@@H]2[C@H](C)O[C@H](O)C[C@H]12,102403159,0,No
O=C(/C=C/c1ccccc1)O[C@@H]1O[C@H](CO[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](OC(=O)/C=C/c2ccccc2)[C@H](O)[C@H]1O,102419575,3,No
COc1cc(C(=O)OC[C@H]2O[C@@H](Oc3ccc(O)c(C(=O)O)c3)[C@H](O)[C@@H](O)[C@@H]2O)cc(OC)c1O,102420684,0,No
C[C@H]1O[C@@H](OC[C@H]2O[C@@H](O[C@@H](C#N)c3ccccc3)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@H](O)[C@@H]1O,102439379,3,No
Cc1cn([C@H]2C[C@H](O)[C@@H](CO[P@@](=O)(O)O[P@](=O)(O)C[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)O2)c(=O)[nH]c1=O,102501447,4,No
O=C(/C=C/c1ccccc1)c1c(O)cc(O)cc1O[C@@H]1O[C@@H](CO)[C@H](O)[C@H](O)[C@H]1O,10251436,0,No
C=C(C)[C@@H](O)CC/C(C)=C/COc1cc(O)c2c(=O)c3cc(O)ccc3oc2c1,102519727,2,No
O=C1C[C@](O)(Cc2cc(O)cc(=O)o2)Oc2cc(O)cc(CF)c21,102520719,2,No
OC[C@H]1O[C@@H](O[C@@H]2[C@@H](CO)O[C@H](NCCCCCCCCCCCCNC(c3ccccc3)(c3ccccc3)c3ccccc3)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,102521625,3,No
C[C@@H](COCC(F)(F)C(F)(F)C(F)(F)F)OC(=O)[C@@H](CC(=O)O[C@H](C)COCC(F)(F)C(F)(F)C(F)(F)F)SCc1cn([C@@H]2O[C@H](CO)[C@@H](O[C@@H]3O[C@H](CO)[C@H](O)[C@H](O)[C@H]3O)[C@H](O)[C@H]2O)nn1,102527277,4,No
COC(=O)C[C@H](c1c(O)cc(C)n(CCc2ccc(O)cc2)c1=O)C1CCCCC1,102564585,2,No
CC1=CC(=O)CC(C)(C)[C@@H]1CO[C@@H]1O[C@H](CO[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@H](O)[C@H]1O,102596096,3,No
O=C1NC(=O)[C@H](Cc2ccc(N3CCC(NC[C@H](O)COc4ccc(O)cc4)CC3)cc2)S1,10298968,5,No
COc1cc(/C=C/C(=O)OC[C@H]2O[C@@H](OC[C@H](O)[C@@H](O)[C@@H](O)[C@@H](O)CO)[C@H](O)[C@@H](O)[C@@H]2O)ccc1O,10324382,0,No
O=C(OC[C@@H]1O[C@H](Oc2ccc(O)c3c2[C@@H](O)CCC3=O)[C@@H](O)[C@H](O)[C@H]1O)c1cc(O)c(O)c(O)c1,10346156,0,No
C=C(C)[C@H](O)CC/C(C)=C/Cc1c(O)ccc(C(=O)/C=C/c2ccc(O)cc2)c1O,10409180,2,No
O=C(/C=C/c1ccc(O)cc1)O[C@H]1[C@H](Oc2ccc(O)cc2)O[C@H](CO)[C@@H](O)[C@@H]1O,10432153,0,No
CC[C@H](C)[C@@H](NC(=O)[C@H](CO)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@@H](C)NC(=O)[C@H](N)Cc1ccc(O)cc1)C(=O)N[C@@H](CO)C(=O)O,10485632,1,No
O=C(OC[C@@H]1O[C@H](Oc2ccc(O)c3c2[C@@H](O)C=CC3=O)[C@@H](O)[C@H](O)[C@H]1O)c1cc(O)c(O)c(O)c1,10625392,0,No
OC[C@H]1O[C@@H](c2c(O)cc(O)cc2/C=C/c2ccc(O)cc2)[C@H](O)[C@@H](O)[C@@H]1O,10644099,2,No
N[C@@H](CCC(=O)N[C@H]1CCCC[C@@H]1O)c1ccccc1,107221670,1,No
Nc1ccn([C@H]2O[C@H](CO[P@](=O)([O-])O[C@H](C3=C[C@@H](O)[C@@H](O)[C@H](O)C3)P(=O)([O-])[O-])[C@@H](O)[C@@H]2O)c(=O)n1,10770055,4,No
Nc1ccn([C@H]2O[C@H](CO[P@](=O)(O)O[C@H](C3=C[C@@H](O)[C@@H](O)[C@H](O)C3)P(=O)(O)O)[C@@H](O)[C@@H]2O)c(=O)n1,10770056,4,No
C[C@H](CC(=O)N(C)c1cccc(O)c1)[C@@H]1CCCNC1,107734678,5,No
CC(=O)c1ccc(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O[C@@H]2OC[C@](O)(COC(=O)c3ccc(O)cc3)[C@H]2O)cc1,10816488,0,No
COc1ccc2ccc(=O)oc2c1C[C@H](OC(=O)[C@]1(O)C[C@@H](O)[C@@H](O)[C@H](O)C1)C(C)(C)O,10884893,0,No
C[C@@H](O)[C@H](O)C[C@@H]1C/C(=C\CO)[C@H](O)[C@](O)(C(C)(C)/C=C/[C@H]2C/C(=C\CO)C[C@@H](COC(=O)c3ccccc3)O2)O1,10940846,3,No
C[C@@H](NCC1(CCO)CCCCC1)c1cccc(CO)c1,109877932,2,No
COC(=O)C[C@H](c1ccco1)c1c(O)cc(C)n(CCc2ccc(O)c(O)c2)c1=O,110207350,2,No
COC(=O)C[C@@H](c1ccc(O)c(Cl)c1)c1c(O)cc(C)n(CCc2ccc(O)c(O)c2)c1=O,110208112,2,No
COc1cc(O[C@@H]2O[C@H](CO[C@@H]3OC[C@@H](O)[C@H](O)[C@H]3O)[C@@H](O)[C@H](O)[C@H]2O)ccc1O,11048334,0,No
C/C(=C\CC/C(C)=C/Cc1cc(O[C@@H]2OC[C@@H](O)[C@H](O)[C@H]2O)c(C)c(C)c1O)CC/C=C(\C)CCCO,11081889,0,No
C/C(=C\CO)CC/C=C(\C)C(=O)OC[C@@H]1O[C@H](O[C@@H]2OC=C(C(=O)O)[C@@H]3CC[C@](C)(O)[C@H]23)[C@@H](O)[C@H](O)[C@H]1O,11114259,3,No
Cc1cc(O)cc(C(C)(C)C)c1S[C@@H]1C(=O)O[C@](CCc2ccc(N)cc2)(C(C)C)C=C1O,11167294,5,No
COc1cccc2c1C(=O)c1cc3c(c(O)c1C2=O)C[C@@](O)(C(=O)CO)C[C@@H]3O[C@H]1C[C@H](NC(=O)[C@@H]2CCCN2C(=O)CNC(=O)[C@H](C)NC(=O)[C@@H]2CCCN2C(=O)OCc2ccccc2)[C@H](O)[C@@H](C)O1,11170605,0,No
O=C(OC[C@H]1O[C@@H](Oc2ccc(O)cc2)[C@H](O)[C@@H](O)[C@@H]1O)c1ccc(O)cc1,11176815,0,No
CC[C@@H](O)CCNC(=O)C[C@H]1C[C@@H]2CC[C@H](C1)N2,112350874,3,No
C[C@@H](CC(=O)N[C@H](C)C[C@H](O)c1ccccc1)C1CCNCC1,112351827,1,No
Nc1c(S(=O)(=O)O)cc2c3c(cc(S(=O)(=O)O)cc13)C(=O)N(CCNC(=O)CSC[C@H]1O[C@H](O[C@@H]3[C@@H](O)[C@H](O)[C@@H](O)[C@H]4O[P@@](=O)(O)O[C@@H]34)[C@@H](N)[C@@H](O)[C@@H]1O)C2=O,11297484,5,No
O=C(OC[C@H]1O[C@@H](Oc2ccc(O)cc2)[C@H](O[C@@H]2OC[C@H](CO)[C@H]2O)[C@@H](O)[C@@H]1O)c1ccccc1,11317861,0,No
O=C(OC[C@@H]1O[C@H](Oc2ccc(O)cc2COc2cccc(C(=O)O)c2O)[C@@H](O)[C@H](O)[C@H]1O)c1ccccc1,11318712,0,No
C=C[C@@H]1C2=CCOC(=O)C2=CO[C@H]1O[C@@H]1O[C@H](CO[C@@H]2O[C@H](CO[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@H](O)[C@H]1O,11388341,3,No
C[C@@H]1C[C@H](O)CC(C)(C)[C@@]1(O)/C=C/[C@@H](O)CO[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,11475255,3,No
