Compound;SMILES;Cluster;Center;Smiles;rmsd;Model.ID;Energy;nRot
CPD-11523;CC/C=C/C[C@@H]1C(=O)CC[C@H]1CCC[C@H](O)CC(=O)SCCNC(=O)CCNC(=O)[C@@H](O)C(C)(C)CO[P@@](=O)([O-])O[P@@](=O)([O-])OC[C@@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-];1;No;CC/C=C/C[C@H]1[C@H](CCC[C@H](O)CC(=O)SCCNC(=O)CCNC(=O)[C@@H](O)C(C)(C)CO[P@]([O-])(=O)O[P@]([O-])(=O)OC[C@@H]2O[C@H]([C@H](O)[C@@H]2OP([O-])([O-])=O)[n]2c[n]c3c(N)[n]c[n]c23)CCC1=O;0.29967615;1;-8.5;29
CPD-11525;CC/C=C/C[C@H]1C(=O)CC[C@@H]1CCCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)CO[P@@](=O)([O-])O[P@](=O)([O-])OC[C@H]1O[C@H](n2cnc3c(N)ncnc32)[C@@H](O)[C@H]1OP(=O)([O-])[O-];1;No;CC/C=C/C[C@@H]1[C@H](CCC1=O)CCCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)CO[P@]([O-])(=O)O[P@@]([O-])(=O)OC[C@H]1O[C@@H]([C@@H](O)[C@H]1OP([O-])([O-])=O)[n]1c[n]c2c(N)[n]c[n]c12;0.326388747;1;-9.1;27
CPD-11526;CC/C=C/C[C@H]1C(=O)CC[C@@H]1C/C=C\C(=O)SCCNC(=O)CCNC(=O)[C@@H](O)C(C)(C)CO[P@@](=O)([O-])O[P@](=O)([O-])OC[C@H]1O[C@H](n2cnc3c(N)ncnc32)[C@@H](O)[C@H]1OP(=O)([O-])[O-];1;No;CC/C=C/C[C@@H]1[C@@H](C/C=C\C(=O)SCCNC(=O)CCNC(=O)[C@@H](O)C(C)(C)CO[P@]([O-])(=O)O[P@@]([O-])(=O)OC[C@H]2O[C@@H]([C@@H](O)[C@H]2OP([O-])([O-])=O)[n]2c[n]c3c(N)[n]c[n]c23)CCC1=O;0.195311517;1;-8.7;26
CPD-11527;CC/C=C/C[C@H]1C(=O)CC[C@@H]1C[C@@H](O)CC(=O)SCCNC(=O)CCNC(=O)[C@@H](O)C(C)(C)CO[P@](=O)([O-])O[P@@](=O)([O-])OC[C@H]1O[C@H](n2cnc3c(N)ncnc32)[C@@H](O)[C@@H]1OP(=O)([O-])[O-];1;No;CC/C=C/C[C@@H]1[C@@H](C[C@@H](O)CC(=O)SCCNC(=O)CCNC(=O)[C@@H](O)C(C)(C)CO[P@@]([O-])(=O)O[P@]([O-])(=O)OC[C@H]2O[C@@H]([C@@H](O)[C@@H]2OP([O-])([O-])=O)[n]2c[n]c3c(N)[n]c[n]c23)CCC1=O;0.21880959;1;-9;27
CPD-11528;CC/C=C\C[C@@H]1C(=O)CC[C@@H]1CC(=O)CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)CO[P@@](=O)([O-])O[P@@](=O)([O-])OC[C@@H]1O[C@H](n2cnc3c(N)ncnc32)[C@@H](O)[C@@H]1OP(=O)([O-])[O-];1;No;CC/C=C\C[C@H]1[C@@H](CC(=O)CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)CO[P@]([O-])(=O)O[P@]([O-])(=O)OC[C@@H]2O[C@@H]([C@@H](O)[C@@H]2OP([O-])([O-])=O)[n]2c[n]c3c(N)[n]c[n]c23)CCC1=O;0.302844226;1;-8.3;27
CPD-11529;CC/C=C/C[C@@H]1C(=O)CC[C@H]1CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)CO[P@](=O)([O-])O[P@@](=O)([O-])OC[C@H]1O[C@H](n2cnc3c(N)ncnc32)[C@@H](O)[C@@H]1OP(=O)([O-])[O-];1;No;CC/C=C/C[C@H]1[C@H](CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)CO[P@@]([O-])(=O)O[P@]([O-])(=O)OC[C@H]2O[C@@H]([C@@H](O)[C@@H]2OP([O-])([O-])=O)[n]2c[n]c3c(N)[n]c[n]c23)CCC1=O;0.231740475;1;-8.7;25
CPD-11540;C[C@H]1O[C@H](O[P@](=O)([O-])O[P@](=O)([O-])OC[C@@H]2O[C@@H](n3ccc(=O)[nH]c3=O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H](O)C1=O;1;No;C[C@H]1O[C@H](O[P@@]([O-])(=O)O[P@@]([O-])(=O)OC[C@@H]2O[C@H]([C@H](O)[C@H]2O)N2C=CC(=O)NC2=O)[C@@H](O)[C@@H](O)C1=O;0.119408667;1;-10.8;8
CPD-11557;COc1cc(-c2c(C)cc(O)cc2O[C@H]2O[C@@H](CO)[C@H](O)[C@H](O)[C@@H]2O)oc(=O)c1;3;No;Cc1cc(O)cc(O[C@H]2O[C@@H](CO)[C@H](O)[C@H](O)[C@@H]2O)c1C1=CC(=CC(=O)O1)OC;0.05256578;1;-9.1;0
CPD-11590;O=C1c2c(O)cccc2[C@@H]([C@H]2O[C@@H](CO)[C@H](O)[C@H](O)[C@@H]2O)c2cc(CO)cc(O)c21;0;No;Oc1cc(CO)cc2[C@H]([C@H]3O[C@@H](CO)[C@H](O)[C@H](O)[C@@H]3O)c3cccc(O)c3C(=O)c12;0.107732005;1;-10.2;3
CPD-11685;O=c1c([O-])c(-c2ccc(O[C@@H]3O[C@H](CO)[C@H](O)[C@@H](O)[C@H]3O)c(O)c2)oc2cc(O)cc(O)c12;3;No;[O-]C1C(=O)c2c(cc(O)cc2O)OC=1c1cc(O)c(cc1)O[C@@H]1O[C@H](CO)[C@H](O)[C@@H](O)[C@H]1O;0.317275554;1;-10.8;4
CPD-11881;COc1cc([C@H](O)CC(=O)SCCNC(=O)CCNC(=O)[C@@H](O)C(C)(C)CO[P@@](=O)([O-])O[P@](=O)([O-])OC[C@@H]2O[C@@H](n3cnc4c(N)ncnc43)[C@@H](O)[C@H]2OP(=O)([O-])[O-])ccc1O;1;No;COc1cc(ccc1O)[C@H](O)CC(=O)SCCNC(=O)CCNC(=O)[C@@H](O)C(C)(C)CO[P@]([O-])(=O)O[P@@]([O-])(=O)OC[C@@H]1O[C@H]([C@@H](O)[C@H]1OP([O-])([O-])=O)[n]1c[n]c2c(N)[n]c[n]c12;0.332181245;1;-9.1;24
CPD-11941;Oc1cc(O)c2c(c1)O[C@@H](c1ccc(O)c(O)c1)C[C@H]2O;0;No;O[C@@H]1C[C@@H](Oc2cc(O)cc(O)c21)c1cc(O)c(O)cc1;0.23237446;1;-8.9;1
CPD-12038;O=C1/C(=C/Oc2ccc(O)cc2)Oc2cc(O)ccc21;0;No;Oc1ccc(cc1)O/C=C1\Oc2cc(O)ccc2C\1=O;0.205121264;1;-9.6;2
CPD-12102;CC(C)=CCC[C@@](C)(O)[C@H]1CC[C@@]2(C)[C@@H]1[C@H](O)C[C@H]1[C@]3(C)CC[C@H](O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O[C@@H]4O[C@@H](CO)[C@@H](O)[C@H](O)[C@H]4O)C(C)(C)[C@@H]3CC[C@@]12C;2;No;CC1(C)[C@@H]2CC[C@@]3(C)[C@@H](C[C@@H](O)[C@@H]4[C@H](CC[C@]34C)[C@](C)(O)CCC=C(C)C)[C@]2(C)CC[C@@H]1O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O[C@@H]1O[C@@H](CO)[C@@H](O)[C@H](O)[C@H]1O;0.30930081;1;-8.4;10
CPD-12112;CC(C)(CO[P@](=O)([O-])O[P@](=O)([O-])OC[C@H]1O[C@H](n2cnc3c(N)ncnc32)[C@@H](O)[C@@H]1OP(=O)([O-])[O-])[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)c1ccccc1O;1;No;CC(C)(CO[P@@]([O-])(=O)O[P@@]([O-])(=O)OC[C@H]1O[C@@H]([C@@H](O)[C@@H]1OP([O-])([O-])=O)[n]1c[n]c2c(N)[n]c[n]c12)[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)c1ccccc1O;0.196999997;1;-10;21
CPD-12173;C[C@H](CO)C(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)CO[P@](=O)([O-])O[P@@](=O)([O-])OC[C@@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-];1;No;C[C@H](CO)C(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)CO[P@@]([O-])(=O)O[P@]([O-])(=O)OC[C@@H]1O[C@H]([C@H](O)[C@@H]1OP([O-])([O-])=O)[n]1c[n]c2c(N)[n]c[n]c12;0.33797124;1;-9.2;22
CPD-12184;CC(C)(CO[P@@](=O)([O-])O[P@@](=O)([O-])OC[C@@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@H]1OP(=O)([O-])[O-])[C@H](O)C(=O)NCCC(=O)NCCSC(=O)CC(=O)/C=C/c1ccc(O)cc1;1;No;CC(C)(CO[P@]([O-])(=O)O[P@]([O-])(=O)OC[C@@H]1O[C@H]([C@H](O)[C@H]1OP([O-])([O-])=O)[n]1c[n]c2c(N)[n]c[n]c12)[C@H](O)C(=O)NCCC(=O)NCCSC(=O)CC(=O)/C=C/c1ccc(O)cc1;0.292734504;1;-10;24
CPD-12199;CC(C)(CO[P@](=O)([O-])O[P@@](=O)([O-])OC[C@H]1O[C@H](n2cnc3c(N)ncnc32)[C@@H](O)[C@@H]1OP(=O)([O-])[O-])[C@H](O)C(=O)NCCC(=O)NCCSC(=O)C[C@@H](O)c1ccc(O)cc1;1;No;CC(C)(CO[P@@]([O-])(=O)O[P@]([O-])(=O)OC[C@H]1O[C@@H]([C@@H](O)[C@@H]1OP([O-])([O-])=O)[n]1c[n]c2c(N)[n]c[n]c12)[C@H](O)C(=O)NCCC(=O)NCCSC(=O)C[C@@H](O)c1ccc(O)cc1;0.120013766;1;-9.8;23
CPD-12447;O=C(CCc1ccc(O)cc1)c1c(O)cc([O-])cc1O[C@H]1O[C@@H](CO)[C@H](O)[C@@H](O)[C@@H]1O;0;No;[O-]c1cc(O)c(C(=O)CCc2ccc(O)cc2)c(c1)O[C@H]1O[C@@H](CO)[C@H](O)[C@@H](O)[C@@H]1O;0.166797847;1;-10.7;7
CPD-12462;OC[C@@H]1O[C@@](CO[C@@H]2O[C@H](CO)[C@H](O)[C@@H](O)[C@@H]2O)(O[C@H]2O[C@@H](CO[C@@H]3O[C@@H](CO)[C@H](O)[C@H](O)[C@H]3O)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O;2;No;O[C@@H]1[C@H](CO[C@@H]2O[C@@H](CO)[C@H](O)[C@H](O)[C@H]2O)O[C@H](O[C@]2(CO[C@@H]3O[C@H](CO)[C@H](O)[C@@H](O)[C@@H]3O)O[C@@H](CO)[C@@H](O)[C@@H]2O)[C@H](O)[C@H]1O;0.132690176;1;-10.2;11
CPD-12463;OC[C@@H]1O[C@@H](O[C@@H]2[C@@H](O)[C@@H](O)[C@H](O[C@]3(CO[C@H]4O[C@H](CO)[C@@H](O)[C@@H](O)[C@@H]4O)O[C@H](CO)[C@@H](O)[C@@H]3O)O[C@@H]2CO[C@@H]2O[C@@H](CO)[C@H](O)[C@@H](O)[C@@H]2O)[C@@H](O)[C@H](O)[C@H]1O;2;No;O[C@@H]1[C@@H](O[C@@H]2O[C@@H](CO)[C@H](O)[C@@H](O)[C@@H]2O)[C@@H](CO[C@@H]2O[C@@H](CO)[C@H](O)[C@@H](O)[C@@H]2O)O[C@@H](O[C@]2(CO[C@H]3O[C@H](CO)[C@@H](O)[C@@H](O)[C@@H]3O)O[C@H](CO)[C@@H](O)[C@@H]2O)[C@@H]1O;0.385963708;1;-10.6;14
CPD-12464;OC[C@@H]1O[C@](CO)(O[C@H]2O[C@H](CO[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)[C@@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@@H](O)[C@@H]3O)[C@@H](O)[C@@H]2O)[C@H](O)[C@H]1O;2;No;O[C@H]1[C@H](CO)O[C@](CO)(O[C@H]2O[C@H](CO[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)[C@@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@@H](O)[C@@H]3O)[C@@H](O)[C@@H]2O)[C@@H]1O;0.2315972;1;-10.3;11
CPD-12575;O=c1ccn([C@H]2O[C@H](CO[P@@](=O)([O-])O[P@@](=O)([O-])O[C@@H]3O[C@@H](CO)[C@@H](O)[C@H](O)[C@H]3O)[C@H](O)[C@H]2O)c(=O)[nH]1;1;No;[O-][P@@](=O)(O[C@@H]1O[C@@H](CO)[C@@H](O)[C@H](O)[C@H]1O)O[P@@]([O-])(=O)OC[C@H]1O[C@@H]([C@H](O)[C@H]1O)N1C=CC(=O)NC1=O;0.172854841;1;-10.7;9
CPD-12733;C[C@H]1O[C@@H](OC[C@@H]2O[C@@H](O)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@H]1O;2;No;C[C@H]1O[C@@H](OC[C@@H]2O[C@@H](O)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@H]1O;0.221148327;1;-8.6;3
CPD-13118;C[C@H]1O[C@H](O[P@@](=O)([O-])O[P@](=O)([O-])OC[C@@H]2O[C@@H](n3cnc4c(=O)[nH]c(N)nc43)[C@@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@@H]1O;1;No;C[C@H]1O[C@H](O[P@]([O-])(=O)O[P@@]([O-])(=O)OC[C@@H]2O[C@H]([C@@H](O)[C@@H]2O)[n]2c[n]c3c2N=C(N)NC3=O)[C@H](O)[C@@H](O)[C@@H]1O;0.206722334;1;-11.2;8
CPD-13328;COc1cc(/C=C/C(=O)SCCNC(=O)CCNC(=O)[C@@H](O)C(C)(C)CO[P@](=O)([O-])O[P@@](=O)([O-])OC[C@@H]2O[C@@H](n3cnc4c(N)ncnc43)[C@H](O)[C@H]2OP(=O)([O-])[O-])c(O)cc1O;1;No;COc1cc(/C=C/C(=O)SCCNC(=O)CCNC(=O)[C@@H](O)C(C)(C)CO[P@@]([O-])(=O)O[P@]([O-])(=O)OC[C@@H]2O[C@H]([C@H](O)[C@H]2OP([O-])([O-])=O)[n]2c[n]c3c(N)[n]c[n]c23)c(O)cc1O;0.224342287;1;-10.2;23
CPD-13354;OC[C@H]1O[C@H](OCCc2ccc(O)cc2)[C@H](O)[C@@H](O)[C@H]1O;2;No;Oc1ccc(CCO[C@H]2O[C@H](CO)[C@H](O)[C@H](O)[C@H]2O)cc1;0.157148972;1;-8.7;5
CPD-13713;Nc1ncnc2c1ncn2[C@@H]1O[C@@H](CO[P@](=O)([O-])O[Se](=O)(=O)O)[C@H](O)[C@H]1O;1;No;Nc1[n]c[n]c2c1[n]c[n]2[C@@H]1O[C@@H](CO[P@@]([O-])(=O)O[Se](O)(=O)=O)[C@H](O)[C@H]1O;0.195289209;1;-9.1;6
CPD-14429;O=c1ccc2cc(O)c(O[C@@H]3O[C@@H](CO)[C@H](O)[C@@H](O)[C@@H]3O)cc2o1;0;No;Oc1cc2C=CC(=O)Oc2cc1O[C@@H]1O[C@@H](CO)[C@H](O)[C@@H](O)[C@@H]1O;0.132647663;1;-9.3;3
CPD-14431;O=c1cc(O[C@@H]2O[C@H](CO)[C@@H](O)[C@@H](O)[C@@H]2O)c2cccc(O)c2o1;0;No;Oc1cccc2c1OC(=O)C=C2O[C@@H]1O[C@H](CO)[C@@H](O)[C@@H](O)[C@@H]1O;0.233505666;1;-9.9;0
CPD-14434;O=c1oc2c(O)cccc2cc1O[C@H]1O[C@@H](CO)[C@H](O)[C@@H](O)[C@@H]1O;0;No;Oc1cccc2C=C(O[C@H]3O[C@@H](CO)[C@H](O)[C@@H](O)[C@@H]3O)C(=O)Oc12;0.267832875;1;-10.2;0
CPD-14454;O=c1cc(O[C@H]2O[C@@H](CO)[C@H](O)[C@H](O)[C@@H]2O)c2ccc(O)cc2o1;0;No;Oc1ccc2c(c1)OC(=O)C=C2O[C@H]1O[C@@H](CO)[C@H](O)[C@H](O)[C@@H]1O;0.143171594;1;-9.2;0
CPD-14461;O=c1ccc2cc(O[C@@H]3O[C@H](CO)[C@@H](O)[C@@H](O)[C@@H]3O)c(O)cc2o1;0;No;Oc1cc2OC(=O)C=Cc2cc1O[C@@H]1O[C@H](CO)[C@@H](O)[C@@H](O)[C@@H]1O;0.101306692;1;-10.4;0
CPD-14503;C=C1C[C@@]23CC[C@@H]4[C@](C)(C(=O)O)CCC[C@]4(C)[C@H]2CC[C@]1(O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O)C3;2;No;C[C@]12CCC[C@](C)([C@H]1CC[C@@]13CC(=C)[C@@](C1)(CC[C@H]23)O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O)C(O)=O;0.194919199;1;-12.1;7
CPD-14504;C=C1C[C@]23CC[C@@H]4[C@@](C)(C(=O)O[C@H]5O[C@H](CO)[C@@H](O)[C@H](O)[C@H]5O)CCC[C@@]4(C)[C@@H]2CC[C@@]1(O[C@@H]1O[C@H](CO)[C@@H](O)[C@@H](O)[C@@H]1O[C@H]1O[C@H](CO)[C@H](O)[C@@H](O)[C@@H]1O)C3;2;No;C[C@@]12CCC[C@@](C)([C@H]1CC[C@]13CC(=C)[C@](C1)(CC[C@@H]23)O[C@@H]1O[C@H](CO)[C@@H](O)[C@@H](O)[C@@H]1O[C@H]1O[C@H](CO)[C@H](O)[C@@H](O)[C@@H]1O)C(=O)O[C@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O;0.139785454;1;-11.4;10
CPD-14507;C=C1C[C@]23CC[C@@H]4[C@@](C)(C(=O)O)CCC[C@]4(C)[C@H]2C[C@H](O[C@H]2O[C@@H](CO)[C@@H](O)[C@H](O[C@@H]4O[C@H](CO)[C@@H](O)[C@@H](O)[C@@H]4O)[C@H]2O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]2O)[C@H]1C3;2;No;C[C@]12CCC[C@@](C)([C@H]1CC[C@]13C[C@H]([C@H](C[C@H]21)O[C@H]1O[C@@H](CO)[C@@H](O)[C@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@@H](O)[C@@H]2O)[C@H]1O[C@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]1O)C(=C)C3)C(O)=O;0.262582213;1;-10.2;10
CPD-14594;CC(C)(C#N)O[C@@H]1O[C@H](CO[C@H]2O[C@@H](CO)[C@@H](O)[C@@H](O)[C@H]2O)[C@@H](O)[C@H](O)[C@H]1O;2;No;CC(C)(C#N)O[C@@H]1O[C@H](CO[C@H]2O[C@@H](CO)[C@@H](O)[C@@H](O)[C@H]2O)[C@@H](O)[C@H](O)[C@H]1O;0.070203021;1;-9.2;6
CPD-14596;CC[C@](C)(C#N)O[C@@H]1O[C@H](CO[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H](O)[C@H]1O;2;No;CC[C@](C)(C#N)O[C@@H]1O[C@H](CO[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H](O)[C@H]1O;0.066775195;1;-9.5;7
CPD-14731;CC(C)=CCC/C(C)=C/CO[C@@H]1O[C@@H](CO[C@@H]2OC[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@H](O)[C@H]1O;2;No;CC(C)=CCC/C(/C)=C/CO[C@@H]1O[C@@H](CO[C@@H]2OC[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@H](O)[C@H]1O;0.165166214;1;-10.1;9
CPD-14732;C=C[C@@](C)(CCC=C(C)C)O[C@H]1O[C@@H](CO[C@@H]2OC[C@@H](O)[C@@H](O)[C@H]2O)[C@H](O)[C@H](O)[C@H]1O;2;No;CC(C)=CCC[C@](C)(C=C)O[C@H]1O[C@@H](CO[C@@H]2OC[C@@H](O)[C@@H](O)[C@H]2O)[C@H](O)[C@H](O)[C@H]1O;0.172396511;1;-9.4;9
CPD-14734;O[C@H]1CO[C@H](OC[C@H]2O[C@@H](OCc3ccccc3)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@H]1O;2;No;O[C@H]1CO[C@H](OC[C@H]2O[C@@H](OCc3ccccc3)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@H]1O;0.174375251;1;-10.1;6
CPD-14735;O[C@H]1CO[C@H](OC[C@H]2O[C@@H](OCCc3ccccc3)[C@H](O)[C@@H](O)[C@@H]2O)[C@@H](O)[C@H]1O;2;No;O[C@H]1CO[C@H](OC[C@H]2O[C@@H](OCCc3ccccc3)[C@H](O)[C@@H](O)[C@@H]2O)[C@@H](O)[C@H]1O;0.193647459;1;-10.6;7
CPD-14737;C=CCc1ccc(O[C@@H]2O[C@@H](CO[C@H]3OC[C@H](O)[C@@H](O)[C@@H]3O)[C@@H](O)[C@H](O)[C@@H]2O)c(OC)c1;0;No;COc1cc(CC=C)ccc1O[C@@H]1O[C@@H](CO[C@H]2OC[C@H](O)[C@@H](O)[C@@H]2O)[C@@H](O)[C@H](O)[C@@H]1O;0.093423858;1;-10.3;8
CPD-14739;OC[C@]1(O)CO[C@@H](OC[C@@H]2O[C@H](OCc3ccccc3)[C@H](O)[C@H](O)[C@@H]2O)[C@H]1O;2;No;OC[C@]1(O)CO[C@@H](OC[C@@H]2O[C@H](OCc3ccccc3)[C@H](O)[C@H](O)[C@@H]2O)[C@H]1O;0.229410157;1;-9.5;7
CPD-14821;O=c1c(O[C@H]2O[C@@H](CO[C@@H]3O[C@@H](CO[C@@H]4O[C@@H](CO)[C@@H](O)[C@H](O)[C@@H]4O)[C@@H](O)[C@@H](O)[C@H]3O)[C@@H](O)[C@H](O)[C@H]2O)c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12;3;No;OC[C@@H]1O[C@@H](OC[C@@H]2O[C@@H](OC[C@@H]3O[C@H](OC4C(=O)c5c(cc(O)cc5O)OC=4c4cc(O)c(O)cc4)[C@H](O)[C@@H](O)[C@@H]3O)[C@H](O)[C@H](O)[C@@H]2O)[C@@H](O)[C@@H](O)[C@@H]1O;0.237328112;1;-11.4;10
CPD-14822;O=c1c(O[C@H]2O[C@@H](CO[C@H]3O[C@H](CO[C@@H]4O[C@@H](CO[C@H]5O[C@@H](CO)[C@H](O)[C@H](O)[C@@H]5O)[C@H](O)[C@H](O)[C@@H]4O)[C@H](O)[C@H](O)[C@@H]3O)[C@H](O)[C@@H](O)[C@@H]2O)c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12;3;No;OC[C@@H]1O[C@H](OC[C@@H]2O[C@@H](OC[C@H]3O[C@H](OC[C@@H]4O[C@H](OC5C(=O)c6c(cc(O)cc6O)OC=5c5cc(O)c(O)cc5)[C@@H](O)[C@H](O)[C@H]4O)[C@@H](O)[C@@H](O)[C@H]3O)[C@@H](O)[C@@H](O)[C@H]2O)[C@@H](O)[C@@H](O)[C@H]1O;0.190063447;1;-10.6;13
CPD-14824;O=c1cc(-c2ccc(O)cc2)oc2cc(O[C@@H]3O[C@@H](CO[C@H]4O[C@H](CO)[C@H](O)[C@@H](O)[C@@H]4O)[C@H](O)[C@@H](O)[C@@H]3O)cc(O)c12;3;No;OC[C@H]1O[C@H](OC[C@@H]2O[C@@H](Oc3cc(O)c4C(=O)C=C(Oc4c3)c3ccc(O)cc3)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@H](O)[C@H]1O;0.180426791;1;-8.1;0
CPD-14835;COc1cc(/C=C\C(O)=C\C(=O)/C=C/c2ccc(O[C@H]3O[C@H](CO[C@@H]4O[C@H](CO[C@H]5O[C@@H](CO)[C@H](O)[C@H](O)[C@H]5O)[C@H](O)[C@@H](O)[C@H]4O)[C@@H](O)[C@H](O)[C@H]3O)c(OC)c2)ccc1O;0;No;COc1cc(ccc1O)/C=C\C(\O)=C\C(=O)/C=C/c1cc(OC)c(cc1)O[C@H]1O[C@H](CO[C@@H]2O[C@H](CO[C@H]3O[C@@H](CO)[C@H](O)[C@H](O)[C@H]3O)[C@H](O)[C@@H](O)[C@H]2O)[C@@H](O)[C@H](O)[C@H]1O;0.245045021;1;-10.3;16
CPD-14836;COc1cc(/C=C/C(O)=C/C(=O)/C=C\c2ccc(O[C@@H]3O[C@@H](CO[C@@H]4O[C@H](CO[C@H]5O[C@@H](CO[C@H]6O[C@H](CO)[C@@H](O)[C@@H](O)[C@@H]6O)[C@@H](O)[C@H](O)[C@@H]5O)[C@@H](O)[C@H](O)[C@H]4O)[C@H](O)[C@H](O)[C@H]3O)c(OC)c2)ccc1O;0;No;COc1cc(ccc1O)/C=C/C(/O)=C/C(=O)/C=C\c1cc(OC)c(cc1)O[C@@H]1O[C@@H](CO[C@@H]2O[C@H](CO[C@H]3O[C@@H](CO[C@H]4O[C@H](CO)[C@@H](O)[C@@H](O)[C@@H]4O)[C@@H](O)[C@H](O)[C@@H]3O)[C@@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@H](O)[C@H]1O;0.107264422;1;-8.9;19
CPD-14839;OC[C@@H]1O[C@@H](OC[C@H]2O[C@@H](Oc3cc4c(cc3[C@H]3OC[C@@H]5[C@@H](c6ccc7c(c6)OCO7)OC[C@H]35)OCO4)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@H](O)[C@@H]1O;0;No;OC[C@@H]1O[C@@H](OC[C@H]2O[C@@H](Oc3cc4OCOc4cc3[C@H]3OC[C@@H]4[C@H](OC[C@@H]43)c3cc4OCOc4cc3)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@H](O)[C@@H]1O;0.172993958;1;-11.5;8
CPD-14840;OC[C@@H]1O[C@H](O[C@@H]2[C@@H](O)[C@@H](O)[C@@H](CO[C@@H]3O[C@@H](CO)[C@H](O)[C@H](O)[C@H]3O)O[C@@H]2Oc2cc3c(cc2[C@@H]2OC[C@@H]4[C@H]2CO[C@H]4c2ccc4c(c2)OCO4)OCO3)[C@H](O)[C@@H](O)[C@@H]1O;0;No;O[C@H]1[C@H](CO)O[C@@H](OC[C@H]2O[C@H](Oc3cc4OCOc4cc3[C@@H]3OC[C@H]4[C@@H](OC[C@H]43)c3cc4OCOc4cc3)[C@H](O[C@H]3O[C@@H](CO)[C@@H](O)[C@H](O)[C@H]3O)[C@@H](O)[C@H]2O)[C@H](O)[C@H]1O;0.13367644;1;-10.4;11
CPD-14841;OC[C@H]1O[C@H](OC[C@H]2O[C@H](OC[C@@H]3O[C@@H](Oc4cc5c(cc4[C@@H]4OC[C@@H]6[C@H]4CO[C@H]6c4ccc6c(c4)OCO6)OCO5)[C@H](O)[C@@H](O)[C@H]3O)[C@@H](O)[C@H](O)[C@@H]2O)[C@H](O)[C@H](O)[C@@H]1O;0;No;OC[C@H]1O[C@H](OC[C@H]2O[C@H](OC[C@@H]3O[C@@H](Oc4cc5OCOc5cc4[C@@H]4OC[C@H]5[C@@H](OC[C@H]54)c4cc5OCOc5cc4)[C@H](O)[C@@H](O)[C@H]3O)[C@@H](O)[C@H](O)[C@@H]2O)[C@H](O)[C@H](O)[C@@H]1O;0.284165651;1;-11.8;11
