Compound;SMILES;Cluster;Center;Smiles;RMSD;Model.ID;Energy;nRot;;;;;;
CHEMBL3327114;CO[C@H]1/C=C/C=C(/C)C(=O)NC2=CC(=O)C(NCc3ccccc3C)=C(C[C@H](C)C[C@H](OC)[C@H](O)[C@@H](C)/C=C(\C)[C@@H]1OC(N)=O)C2=O;4;No;C12=C(C(=O)C=C(C1=O)NC(=O)/C(=C\C=C\[C@@H]([C@H](/C(=C/[C@@H]([C@H]([C@H](C[C@H](C2)C)OC)O)C)/C)OC(=O)N)OC)/C)NCc1ccccc1C;0.084267922;1;-12.4;7;;;;;;
CHEMBL332784;CC(=O)O[C@@]12CO[C@@H]1C[C@H](O)[C@@](C)(C(=O)[C@H](O)C1=C(C)[C@@H]3C[C@@](O)([C@H](C)OC(=O)CCC/C=C\CCCC(=O)N[C@@H](c4ccccc4)[C@@H](O)C(=O)O3)C1(C)C)C2;4;No;C[C@H]1[C@@]2(C[C@@H](C(=C(C2(C)C)[C@H](C(=O)[C@]2(C[C@@]3(CO[C@@H]3C[C@@H]2O)OC(=O)C)C)O)C)OC(=O)[C@@H]([C@H](c2ccccc2)NC(=O)CCC/C=C\CCCC(=O)O1)O)O;0.110250108;1;-12.7;6;;;;;;
CHEMBL3334720;COc1cc(O)c(Cl)c2c1C(=O)O[C@@H](C)CC[C@@H](O)CCCCC(=O)C2;4;No;C1(=O)CCCC[C@@H](CC[C@H](C)OC(=O)c2c(c(c(cc2OC)O)Cl)C1)O;0.069421776;1;-11.9;1;;;;;;
CHEMBL333885;CC1(C)CC2=NC(SSC3=C(C#N)[C@H](c4ccc(Br)cc4)C4=C(O)CC(C)(C)CC4=N3)=C(C#N)[C@@H](c3ccc(Br)cc3)C2=C(O)C1;4;No;C1(=C(N=C2C(=C(CC(C2)(C)C)O)[C@@H]1c1ccc(cc1)Br)SSC1=C([C@@H](C2=C(CC(CC2=N1)(C)C)O)c1ccc(cc1)Br)C#N)C#N;0.092900582;1;-12.5;5;;;;;;
CHEMBL3338867;C[C@@]1(c2ccccc2O)O[C@@H]2N3[C@H]1O[C@@](C)(c1ccccc1O)[C@@H]3O[C@@]2(C)c1ccccc1O;4;Yes;O1[C@]([C@@H]2O[C@]([C@@H]3O[C@]([C@H]1[N@]23)(c1ccccc1O)C)(c1c(O)cccc1)C)(c1ccccc1O)C;0.112469509;1;-11.1;3;;;;;;
CHEMBL3348847;C[C@H]([C@H](O)CCC(C)(C)O)[C@H]1CC[C@@]2(O)C3=CC(=O)[C@@H]4C[C@@H](O)[C@@H](O)C[C@]4(C)[C@@H]3CC[C@]12C;4;No;C[C@@H]([C@H]1CC[C@@]2([C@@]1(CC[C@@H]1C2=CC(=O)[C@H]2[C@@]1(C[C@@H]([C@@H](C2)O)O)C)C)O)[C@@H](CCC(C)(C)O)O;0.088406906;1;-12.8;5;;;;;;
CHEMBL3350400;NC(=O)C1=CN([C@@H]2O[C@H](CO[P@@](=O)(O)O[P@@](=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1;4;No;n1(c2ncnc(N)c2nc1)[C@H]1[C@@H]([C@@H]([C@@H](CO[P@@](=O)(O[P@@](=O)(OC[C@@H]2[C@H]([C@H]([C@H](N3C=C(CC=C3)C(=O)N)O2)O)O)O)O)O1)O)O;0.049757347;1;-11.2;11;;;;;;
CHEMBL3350491;C[C@H]1C[C@@H]2[C@H]3CC[C@](O)(C(=O)CO[P@@](=O)(O)OC[C@H]4O[C@@H](n5ccc(N)nc5=O)[C@@H](O)[C@@H]4O)[C@@]3(C)C[C@H](O)[C@H]2[C@@]2(C)C=CC(=O)C=C12;4;No;n1([C@H]2[C@H]([C@@H]([C@@H](CO[P@@](=O)(OCC(=O)[C@@]3([C@@]4([C@@H]([C@@H]5[C@H]([C@@]6(C(=CC(=O)C=C6)[C@H](C5)C)C)[C@H](C4)O)CC3)C)O)O)O2)O)O)c(=O)nc(N)cc1;0.08421541;1;-14.3;8;;;;;;
CHEMBL3350587;COc1ccc(-c2nc3c(N)ncnc3n2[C@@H]2O[C@H](CO[P@](=O)(O)O[P@](=O)([O-])OC[C@H]3O[C@@H]([n+]4cccc(C(N)=O)c4)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)cc1;4;No;[C@H]1([C@@H]([C@@H](CO[P@](=O)(O[P@](=O)(OC[C@@H]2[C@H]([C@H]([C@@H](O2)n2c(c3ccc(cc3)OC)nc3c2ncnc3N)O)O)O)[O-])O[C@H]1[n+]1cc(ccc1)C(=O)N)O)O;0.048417121;1;-11.7;13;;;;;;
CHEMBL3350768;CO[C@@H]1[C@H](O)[C@H](CO[P@](=O)(O)O[P@@](=O)(O)C[P@@](=O)([O-])OC[C@H]2O[C@@H](n3c[n+](C)c4c(=O)[nH]c(N(C)C)nc43)[C@H](O)[C@@H]2O)O[C@H]1n1cnc2c(N)ncnc21;4;No;[C@@H]1([C@H]([C@@H](O[C@H]1CO[P@@](=O)(O[P@](=O)(C[P@](=O)(OC[C@@H]1[C@H]([C@H]([C@@H](O1)n1c[n+](c2c1nc([nH]c2=O)N(C)C)C)O)O)[O-])O)O)n1cnc2c1ncnc2N)OC)O;0.108876005;1;-11.1;14;;;;;;
CHEMBL3350771;C[C@@H](O)[C@H]1NC(=O)[C@H](CCCCN)NC(=O)[C@@H](Cc2c[nH]c3ccccc23)NC(=O)[C@H](Cc2ccccc2)NC(=O)CN2CC[C@H](NC1=O)C2=O;4;No;N1[C@@H](C(=O)N[C@@H]2C(=O)N(CC(=O)N[C@H](C(=O)N[C@@H](C(=O)N[C@H](C1=O)CCCCN)Cc1c[nH]c3c1cccc3)Cc1ccccc1)CC2)[C@@H](C)O;0.06088049;1;-11.5;9;;;;;;
CHEMBL3350953;Nc1c2ncn3c2nc[n+]1[C@H]1C[C@H](CO[P@](=O)([O-])O[P@@](=O)(O)OC[C@H]2O[C@@H]3[C@H](O)[C@@H]2O)[C@@H](O)[C@H]1O;4;No;c1nc2c3c([n+]1[C@@H]1[C@@H]([C@@H]([C@H](C1)CO[P@](=O)([O-])O[P@@](=O)(O)OC[C@@H]1[C@H]([C@H]([C@H](n2cn3)O1)O)O)O)O)N;0.036986776;1;-12.9;0;;;;;;
CHEMBL3350955;Nc1c2nc(Cl)n3c2nc[n+]1[C@@H]1C[C@@H](CO[P@@](=O)([O-])O[P@@](=O)(O)OC[C@H]2O[C@@H]3[C@@H](O)[C@@H]2O)[C@H](O)[C@H]1O;4;No;[n+]12cnc3n(c(nc3c1N)Cl)[C@H]1[C@H]([C@@H]([C@@H](CO[P@](=O)(O)O[P@@](=O)(OC[C@H]3[C@@H]([C@H]([C@H]2C3)O)O)[O-])O1)O)O;0.062398579;1;-13.4;0;;;;;;
CHEMBL3351000;C[n+]1cn([C@@H]2O[C@H](CO[P@](=O)(O)O[P@@](=O)([O-])O[P@@](=O)(O)OC[C@H]3O[C@@H](n4cnc5c(=O)[nH]c(N)nc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)c2nc(N)[nH]c(=O)c21;4;No;[C@H]1([C@H]([C@H]([C@@H](O1)n1c[n+](c2c1nc([nH]c2=O)N)C)O)O)CO[P@@](=O)(O[P@](=O)(O[P@](=O)(OC[C@@H]1[C@H]([C@H]([C@@H](O1)n1cnc2c1nc([nH]c2=O)N)O)O)O)[O-])O;0.102675557;1;-11.7;12;;;;;;
CHEMBL3354102;CO[C@H]1/C=C\C=C(/C)C(=O)NC2=CC(=O)C(NCCCCCCNC(=O)c3ccc(Br)cc3)=C(C[C@@H](C)C[C@H](OC)[C@H](O)[C@@H](C)/C=C(/C)[C@H]1OC(N)=O)C2=O;4;No;C1[C@@H](C)C[C@@H]([C@@H]([C@H](/C=C(\[C@H]([C@H](/C=C\C=C(/C)\C(=O)NC2=CC(=O)C(=C1C2=O)NCCCCCCNC(=O)c1ccc(cc1)Br)OC)OC(=O)N)/C)C)O)OC;0.099306017;1;-11.4;13;;;;;;
CHEMBL3354665;COc1ccccc1N1CCN(C(=O)/C=C/c2noc(-c3cc(Cl)c(O)cc3O)c2-c2ccc(O)cc2)CC1;4;No;C(=O)(/C=C/c1c(c(c2c(cc(c(c2)Cl)O)O)on1)c1ccc(cc1)O)N1CCN(CC1)c1c(cccc1)OC;0.079674803;1;-12.5;7;;;;;;
CHEMBL3354666;COc1ccc(N2CCN(C(=O)/C=C/c3noc(-c4cc(Cl)c(O)cc4O)c3-c3ccc(O)cc3)CC2)cc1;4;No;C(=O)(/C=C/c1c(c(c2c(cc(c(c2)Cl)O)O)on1)c1ccc(cc1)O)N1CCN(CC1)c1ccc(cc1)OC;0.067239262;1;-12.2;7;;;;;;
CHEMBL3354667;COc1cccc(N2CCN(C(=O)/C=C/c3noc(-c4cc(Cl)c(O)cc4O)c3-c3ccc(O)cc3)CC2)c1;4;No;C(=O)(/C=C/c1c(c(c2c(cc(c(c2)Cl)O)O)on1)c1ccc(cc1)O)N1CCN(CC1)c1cc(ccc1)OC;0.081527285;1;-12.3;7;;;;;;
CHEMBL3354668;O=C(/C=C/c1noc(-c2cc(Cl)c(O)cc2O)c1-c1ccc(O)cc1)N1CCN(c2ccccn2)CC1;4;No;C(=O)(/C=C/c1c(c(c2c(cc(c(c2)Cl)O)O)on1)c1ccc(cc1)O)N1CCN(CC1)c1ccccn1;0.081188977;1;-12.6;6;;;;;;
CHEMBL3354669;O=C(/C=C/c1noc(-c2cc(Cl)c(O)cc2O)c1-c1ccc(O)cc1)N1CCN(c2ncccn2)CC1;4;No;C(=O)(/C=C/c1c(c(c2c(cc(c(c2)Cl)O)O)on1)c1ccc(cc1)O)N1CCN(CC1)c1ncccn1;0.077212036;1;-12.5;6;;;;;;
CHEMBL3354670;O=C(/C=C/c1noc(-c2cc(Cl)c(O)cc2O)c1-c1ccc(O)cc1)N1CCN(c2ccc(Cl)c(Cl)c2)CC1;4;No;C(=O)(/C=C/c1c(c(c2c(cc(c(c2)Cl)O)O)on1)c1ccc(cc1)O)N1CCN(CC1)c1cc(c(cc1)Cl)Cl;0.081273653;1;-12.6;6;;;;;;
CHEMBL3354671;O=C(/C=C/c1noc(-c2cc(Cl)c(O)cc2O)c1-c1ccc(O)cc1)N1CCN(c2cccc(C(F)(F)F)c2)CC1;4;No;C(=O)(/C=C/c1c(c(c2c(cc(c(c2)Cl)O)O)on1)c1ccc(cc1)O)N1CCN(CC1)c1cc(ccc1)C(F)(F)F;0.049955539;1;-11.4;7;;;;;;
CHEMBL3354800;COC(=O)[C@@]1(Cc2cccc(F)c2)NCc2cnc3c(-c4ccc(C(F)(F)F)cc4)c(C(C)(C)O)nn3c21;4;No;C([C@@]1(C(=O)OC)c2c(cnc3c(c(C(C)(C)O)nn23)c2ccc(cc2)C(F)(F)F)CN1)c1cccc(c1)F;0.12113937;1;-11.4;7;;;;;;
CHEMBL335544;CC(=O)O[C@@]12CO[C@@H]1C[C@H](O)[C@@]1(C)C(=O)C[C@@]34O[C@]3(C)[C@@H](OC(=O)[C@H](O)[C@@H](NC(=O)c3ccccc3)c3ccccc3)C[C@@](O)([C@H](OC(=O)c3ccccc3)[C@H]12)C4(C)C;4;No;CC(=O)O[C@@]12CO[C@@H]1C[C@@H]([C@@]1(C)C(=O)C[C@@]34[C@@](C)([C@H](C[C@@]([C@@H]([C@@H]21)OC(=O)c1ccccc1)(C3(C)C)O)OC(=O)[C@@H]([C@H](c1ccccc1)NC(=O)c1ccccc1)O)O4)O;0.070334204;1;-12.9;12;;;;;;
CHEMBL338002;CO[C@H]1CC/C=C(/C)C(=O)NC2=CC(=O)C(NCCF)=C(C[C@@H](C)C[C@H](OC)[C@H](O)[C@H](C)/C=C(\C)[C@@H]1OC(N)=O)C2=O;4;No;C12=C(C(=O)C=C(C1=O)NC(=O)/C(=C\CC[C@@H]([C@H](/C(=C/[C@H]([C@H]([C@H](C[C@@H](C2)C)OC)O)C)/C)OC(=O)N)OC)/C)NCCF;0.120711699;1;-11.4;7;;;;;;
CHEMBL339503;CC[C@H](C)[C@@H]1O[C@]2(CC[C@H]1C)C[C@@H]1C[C@@H](C[C@@H](O)/C(C)=C\[C@@H](C)/C=C/C=C3/CO[C@@H]4[C@H](O)C(C)=C[C@@H](C(=O)O1)[C@]34O)O2;4;No;CC[C@H](C)[C@H]1[C@@H](CC[C@]2(C[C@@H]3C[C@@H](C[C@H](/C(=C\[C@H](/C=C/C=C\4/CO[C@H]5[C@@]4([C@@H](C=C([C@H]5O)C)C(=O)O3)O)C)/C)O)O2)O1)C;0.028985631;1;-13.4;2;;;;;;
CHEMBL339505;C#CCNC1=C2C[C@H](C)C[C@H](OC)[C@H](O)[C@H](C)/C=C(\C)[C@H](OC(N)=O)[C@@H](OC)/C=C/C=C(\C)C(=O)NC(=CC1=O)C2=O;4;No;C[C@@H]1C[C@@H]([C@@H]([C@@H](/C=C(/[C@@H]([C@H](/C=C/C=C(/C(=O)NC2=CC(=O)C(=C(C1)C2=O)NCC#C)\C)OC)OC(=O)N)\C)C)O)OC;0.022570271;1;-12.1;6;;;;;;
CHEMBL340040;COc1cc(O)c2ccccc2c1/N=N/c1c(O)cc(S(=O)(=O)O)c2ccccc12;4;No;S(=O)(=O)(O)c1cc(O)c(c2c1cccc2)/N=N/c1c2c(c(O)cc1OC)cccc2;0.10807649;1;-11;5;;;;;;
CHEMBL3400936;C/C1=C/CC[C@@](C)(O)[C@@H](C)OC(=O)Cc2c(Cl)c(O)cc(O)c2C1=O;4;No;C[C@@H]1[C@](CC/C=C(\C(=O)c2c(CC(=O)O1)c(c(cc2O)O)Cl)/C)(C)O;0.122067608;1;-12.1;0;;;;;;
CHEMBL340690;CO[C@H]1/C=C/C=C(/C)C(=O)Nc2cc(O)cc(c2O)[C@H](OC)[C@H](C)C[C@H](OC)[C@H](O)[C@@H](C)/C=C(/C)[C@H]1OC(N)=O;4;No;C[C@@H]1C[C@@H]([C@@H]([C@H](/C=C(\[C@H]([C@H](/C=C/C=C(\C(=O)Nc2c(c(cc(c2)O)[C@@H]1OC)O)/C)OC)OC(=O)N)/C)C)O)OC;0.050722428;1;-11.8;5;;;;;;
CHEMBL3409740;NC(=O)[C@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@@H]1CCCN1C(=O)[C@@H](N)Cc1ccc(O)cc1;4;No;[C@@H]([C@H](C(=O)N)O)(Cc1ccccc1)NC(=O)[C@H](Cc1c[nH]c2c1cccc2)NC(=O)[C@@H]1CCCN1C(=O)[C@H](Cc1ccc(cc1)O)N;0.065565608;1;-11.3;13;;;;;;
CHEMBL3409744;NC(=O)[C@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H]1CCCN1C(=O)[C@@H](N)Cc1ccc(O)cc1;4;No;[C@@H]([C@H](C(=O)N)O)(Cc1ccccc1)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H]1CCCN1C(=O)[C@H](Cc1ccc(cc1)O)N;0.073486686;1;-10.9;13;;;;;;
CHEMBL3409780;O=C(NCCN(CCN(CCN(CCNC(=O)c1cc(O)c(O)c(O)c1)C(=O)c1cc(O)c(O)c(O)c1)C(=O)c1cc(O)c(O)c(O)c1)C(=O)c1cc(O)c(O)c(O)c1)c1cc(O)c(O)c(O)c1;4;No;C(CNC(=O)c1cc(c(c(c1)O)O)O)N(CCN(C(=O)c1cc(c(c(c1)O)O)O)CCN(CCNC(=O)c1cc(c(c(c1)O)O)O)C(=O)c1cc(c(c(c1)O)O)O)C(=O)c1cc(c(c(c1)O)O)O;0.071305171;1;-11.7;17;;;;;;
CHEMBL3422764;COc1ccc2ncc(O)c(CC[C@]34CC[C@](NCc5ccc6c(n5)NC(=O)CO6)(CC3)CO4)c2n1;4;No;c1(ccc2c(c(c(cn2)O)CC[C@@]23CC[C@](CO3)(CC2)NCc2ccc3c(n2)NC(=O)CO3)n1)OC;0.048657332;1;-11.5;7;;;;;;
CHEMBL3426499;C[C@@H]1C(=O)[C@H]2C[C@]1(O)CC1=C2[C@]2(C)CCC[C@](C)(CO)[C@@H]2CC1;4;No;C1C[C@@]([C@H]2[C@@](C1)(C1=C(CC2)C[C@]2(C[C@@H]1C(=O)[C@H]2C)O)C)(CO)C;0.059184592;1;-12.8;1;;;;;;
CHEMBL342943;CC(=O)O[C@H]1C(=O)[C@]2(C)[C@@H](O)C[C@H]3OC[C@@]3(OC(C)=O)[C@H]2[C@H](OC(=O)c2ccccc2)[C@]2(O)C[C@H](OC(=O)[C@H](O)[C@H](NC(=O)c3ccco3)c3ccccc3)C(C)=C1C2(C)C;4;No;[C@@]12([C@@H]([C@]3([C@@H](C[C@@H]1O)OC3)OC(=O)C)[C@@H]([C@]1(C(C(=C([C@H](C1)OC(=O)[C@@H]([C@@H](c1ccccc1)NC(=O)c1ccco1)O)C)[C@H](C2=O)OC(=O)C)(C)C)O)OC(=O)c1ccccc1)C;0.105556339;1;-12.8;14;;;;;;
CHEMBL344895;CC(=O)O[C@@H]1C2=C(C)[C@@H](OC(=O)[C@H](O)[C@@H](NC(=O)OC(C)(C)C)C3CCCCC3)C[C@@](O)([C@@H](OC(=O)c3ccccc3)[C@H]3[C@@](C)([C@H](O)C[C@@H]4OC[C@@]43OC(C)=O)[C@H]1O)C2(C)C;4;No;CC(=O)O[C@@H]1C2=C(C)[C@H](C[C@@]([C@H]([C@@H]3[C@]4(CO[C@H]4C[C@H]([C@@]3(C)[C@H]1O)O)OC(=O)C)OC(=O)c1ccccc1)(C2(C)C)O)OC(=O)[C@@H]([C@H](C1CCCCC1)NC(=O)OC(C)(C)C)O;0.119016476;1;-12.5;15;;;;;;
CHEMBL346407;CO[C@@H]1/C=C\O[C@@]2(C)Oc3c(C)c(O)c4c(O)c(c(N5CCC(CO)CC5)c(O)c4c3C2=O)NC(=O)/C(C)=C\C=C/[C@H](C)[C@H](O)[C@@H](C)[C@H](O)[C@H](C)[C@@H](OC(C)=O)[C@H]1C;4;No;c12c(c(c3c4c(c(c(c3c1O)O)C)O[C@](C4=O)(C)O/C=C\[C@H]([C@@H]([C@@H]([C@H]([C@H]([C@@H]([C@H]([C@H](/C=C\C=C(/C(=O)N2)\C)C)O)C)O)C)OC(=O)C)C)OC)O)N1CC[C@@H](CC1)CO;0.12346866;1;-12.3;5;;;;;;
CHEMBL348910;O=C(O[C@@H](Cc1c(O)cc(O)cc1O)[C@@H](c1cc(O)c(O)c(O)c1)c1c(O)cc(O)c2c1O[C@H](c1cc(O)c(O)c(O)c1)[C@H](OC(=O)c1cc(O)c(O)c(O)c1)C2)c1cc(O)c(O)c(O)c1;4;No;c12c(c(cc(c1C[C@H]([C@@H](c1cc(c(c(c1)O)O)O)O2)OC(=O)c1cc(c(c(c1)O)O)O)O)O)[C@H](c1cc(c(c(c1)O)O)O)[C@H](Cc1c(cc(cc1O)O)O)OC(=O)c1cc(c(c(c1)O)O)O;0.043849032;1;-12.4;12;;;;;;
CHEMBL34926;COc1cc(O)c2c(c1C)C(=O)O[C@H](CO)CCC/C(S)=N\[C@H](c1nc(C)no1)CSC2;4;No;c1([C@@H]2CSCc3c(C(=O)O[C@@H](CCC/C(=N\2)/S)CO)c(c(cc3O)OC)C)nc(C)no1;0.064131811;1;-11.7;3;;;;;;
CHEMBL349338;O=C(Oc1cc(O)cc2c1C[C@@H](OC(=O)c1cc(O)c(O)c(O)c1)[C@@H](c1cc(O)c(O)c(O)c1)O2)c1cc(O)c(O)c(O)c1;4;No;O=C(Oc1cc(O)cc2O[C@@H]([C@H](OC(=O)c3cc(O)c(O)c(O)c3)Cc12)c1cc(O)c(O)c(O)c1)c1cc(O)c(O)c(O)c1;0.083258659;1;-12.7;7;;;;;;
CHEMBL352134;O=C(Oc1cc([C@H]2Oc3cc(O)cc(O)c3C[C@H]2OC(=O)c2cc(O)c(O)c(O)c2)cc(O)c1O)c1cc(O)c(O)c(O)c1;4;No;O=C(Oc1cc([C@H]2Oc3cc(O)cc(O)c3C[C@H]2OC(=O)c2cc(O)c(O)c(O)c2)cc(O)c1O)c1cc(O)c(O)c(O)c1;0.122197464;1;-12;7;;;;;;
CHEMBL352204;O=C(O[C@@H]1Cc2c(O)cc3c(c2O[C@H]1c1cc(O)c(O)c(O)c1)[C@@]1(O)C(=O)O[C@H]([C@@H](O)CO)[C@@]1(O)O3)c1cc(O)c(O)c(O)c1;4;No;O=C(O[C@@H]1Cc2c(O)cc3O[C@@]4(O)[C@@](O)(c3c2O[C@H]1c1cc(O)c(O)c(O)c1)C(=O)O[C@@H]4[C@@H](O)CO)c1cc(O)c(O)c(O)c1;0.096934281;1;-12.9;6;;;;;;
CHEMBL3526268;CO[C@H]1C[C@H](C)CC2=C(NCCN(C)C)C(=O)C(SC[C@@H](NC(=O)CC[C@H](N)C(=O)O)C(=O)NCC(=O)O)=C(NC(=O)/C(C)=C\C=C/[C@@H](OC)[C@H](OC(N)=O)/C(C)=C\[C@H](C)[C@H]1O)C2=O;4;No;S(C[C@H](C(=O)NCC(=O)O)NC(=O)CC[C@@H](C(=O)O)N)C1=C2C(=O)C(=C(C1=O)NCCN(C)C)C[C@H](C[C@@H]([C@@H]([C@H](/C=C(\[C@H]([C@@H](/C=C\C=C(/C(=O)N2)\C)OC)OC(=O)N)/C)C)O)OC)C;0.104084648;1;-10.9;19;;;;;;
CHEMBL3527152;CCc1cc2c(cc1CC)CC(N(C[C@H](O)c1ccc(O)c3[nH]c(=O)ccc13)[C@@H]1O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]1O)C2;4;No;c1(ccc([C@H](CN([C@H]2[C@@H]([C@H]([C@@H]([C@@H](C(=O)O)O2)O)O)O)C2Cc3c(cc(c(CC)c3)CC)C2)O)c2ccc(=O)[nH]c12)O;0.095856428;1;-12;8;;;;;;
CHEMBL3527197;CO[C@H]1/C=C\C=C(/C)C(=O)NC2=CC(=O)C(N[C@@H](O)CN(C)C)=C(C[C@H](CO)C[C@H](OC)[C@H](O)[C@H](CO)/C=C(/C)[C@@H]1OC(N)=O)C2=O;4;No;C12=C(C(=O)C=C(C1=O)NC(=O)/C(=C/C=C\[C@@H]([C@H](/C(=C\[C@H]([C@H]([C@H](C[C@H](C2)CO)OC)O)CO)/C)OC(=O)N)OC)/C)N[C@H](CN(C)C)O;0.058425523;1;-11.2;9;;;;;;
CHEMBL3527198;CO[C@H]1/C=C/C=C(/C)C(=O)Nc2cc(O)c(NCCN(C)C)c(c2O)C[C@@H](C)C[C@H](OC)[C@H](O)[C@@H](C)/C=C(\C)[C@@H]1OC(N)=O;4;No;C[C@H]1C[C@@H]([C@@H]([C@H](/C=C(/[C@@H]([C@H](/C=C/C=C(\C(=O)Nc2cc(c(c(c2O)C1)NCCN(C)C)O)/C)OC)OC(=O)N)\C)C)O)OC;0.077724338;1;-11.4;8;;;;;;
CHEMBL3542300;CC1(C)O[C@@H]2C[C@@H]3[C@@H]4C=CC5=CC(=O)C=C[C@]5(C)[C@@]4(F)[C@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1;4;No;C[C@]12C[C@H]([C@]3([C@H]([C@H]1C[C@@H]1[C@@]2(C(=O)CO)OC(C)(C)O1)C=CC1=CC(=O)C=C[C@]31C)F)O;0.089365788;1;-13.9;2;;;;;;
CHEMBL354463;O=C(O[C@@H]1Cc2c(cc(O)c(Cc3c(O)cc(O)c4c3O[C@H](c3cc(O)c(O)c(O)c3)[C@H](OC(=O)c3cc(O)c(O)c(O)c3)C4)c2O)O[C@@H]1c1cc(O)c(O)c(O)c1)c1cc(O)c(O)c(O)c1;4;No;c12c(C[C@H]([C@@H](c3cc(c(c(c3)O)O)O)O2)OC(=O)c2cc(c(c(c2)O)O)O)c(cc(c1Cc1c(c2c(cc1O)O[C@@H]([C@@H](C2)OC(=O)c1cc(c(c(c1)O)O)O)c1cc(c(c(c1)O)O)O)O)O)O;0.120945267;1;-10.9;10;;;;;;
CHEMBL356404;CO[C@H]1/C=C/O[C@]2(C)Oc3c(C)c(O)c4c(O)c(c(N)c(O)c4c3C2=O)NC(=O)/C(C)=C\C=C/[C@@H](C)[C@@H](O)[C@@H](C)[C@@H](O)[C@H](C)[C@H](OC(C)=O)[C@@H]1C;4;No;c12c(c3c(c4c(c(c3O)C)O[C@@](C4=O)(C)O/C=C/[C@@H]([C@H]([C@H]([C@H]([C@@H]([C@@H]([C@@H]([C@@H](/C=C\C=C(/C(=O)N2)\C)C)O)C)O)C)OC(=O)C)C)OC)c(c1N)O)O;0.100525551;1;-12;3;;;;;;
CHEMBL3577611;CC[C@@H]1OC(=O)[C@H](C)[C@@H](O)[C@H](C)[C@@H](O)[C@](C)(O)C[C@H](C)/C(=N/OCc2cn(CCNC(=N)NC(=O)NC)nn2)[C@H](C)[C@@H](O)[C@]1(C)O;4;No;CC[C@H]1[C@@]([C@@H]([C@H](/C(=N\OCc2cn(CCNC(=N)NC(=O)NC)nn2)/[C@H](C[C@@]([C@@H]([C@H]([C@@H]([C@H](C(=O)O1)C)O)C)O)(C)O)C)C)O)(C)O;0.051431075;1;-13.3;8;;;;;;
CHEMBL3581347;C/C(=C\Cc1c(O)cc2c(c1O)C(=O)C[C@@H](c1ccc(O)cc1)O2)CC[C@H](O)C(C)(C)O;4;No;C/C(=C\Cc1c(cc2c(c1O)C(=O)C[C@@H](c1ccc(cc1)O)O2)O)/CC[C@@H](C(C)(C)O)O;0.071422204;1;-11;8;;;;;;
CHEMBL3585680;O=C1C[C@@H](c2cc(-c3c(O)ccc4c(=O)cc(-c5ccc(O)cc5)oc34)c(O)cc2O)Oc2cc(O)cc(O)c21;4;No;c1(cc(c2c(c1)O[C@@H](CC2=O)c1cc(c(cc1O)O)c1c(ccc2c1oc(cc2=O)c1ccc(cc1)O)O)O)O;0.057155691;1;-12.9;3;;;;;;
CHEMBL3586287;CC(=O)OC[C@]1(O)[C@@H]2CC[C@H]3[C@]4(C)CC[C@@]5(O)OC(=O)C=C5[C@H]4CC[C@]3(C2)[C@H]1O;4;No;C1C[C@@]2([C@H](CC[C@]34[C@H]2CC[C@H](C3)[C@]([C@@H]4O)(COC(=O)C)O)C2=CC(=O)O[C@]12O)C;0.102932915;1;-13.5;3;;;;;;
CHEMBL3589059;CN[C@H]1CO[C@@H](OC[C@H]2O[C@@H](n3c4c(Cl)cccc4c4c5c(c6c7ccccc7[nH]c6c43)C(=O)NC5=O)[C@H](O)[C@@H](O)[C@@H]2OC)C[C@@H]1O;4;No;[nH]1c2c3n(c4c(c3c3c(c2c2c1cccc2)C(=O)NC3=O)cccc4Cl)[C@H]1[C@@H]([C@H]([C@@H]([C@@H](CO[C@H]2C[C@@H]([C@@H](NC)CO2)O)O1)OC)O)O;0.066614501;1;-13.3;6;;;;;;
CHEMBL3593352;CC(C)[C@@H](C)/C=C/[C@@H](C)[C@H]1CC[C@@]2(O)C3=CC(=O)[C@]4(O)C[C@@H](O)CC[C@]4(C)[C@@]3(O)CC[C@]12C;4;No;C[C@H](/C=C/[C@H](C)C(C)C)[C@H]1CC[C@@]2([C@@]1(CC[C@]1(C2=CC(=O)[C@]2([C@@]1(CC[C@@H](C2)O)C)O)O)C)O;0.046009131;1;-13.1;5;;;;;;
