Compound;SMILES;Cluster;Center;Smiles;RMSD;Model.ID;Energy;nRot;;;;;;
CHEMBL2152489;O=C1C[C@H](c2ccc(O)cc2)Oc2cc(O)cc(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)c21;3;No;c1cc(ccc1[C@H]1CC(=O)c2c(cc(cc2O[C@H]2[C@@H]([C@H]([C@@H]([C@@H](CO)O2)O)O)O)O)O1)O;0.120157391;1;-11;4;;;;;;
CHEMBL2165734;CC(=O)O[C@@H]1C[C@]23C4=CC[C@@]5(C)[C@H](C(=O)O)[C@@](C)([C@H](C)C(C)C)CC[C@]5(C)[C@@H]4CC[C@H]2[C@@](C)(CO[C@@H]3O)[C@H]1O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O;3;No;CC(=O)O[C@@H]1C[C@]23C4=CC[C@@]5(C)[C@H](C(=O)O)[C@@](C)([C@H](C)C(C)C)CC[C@]5(C)[C@@H]4CC[C@H]2[C@@](C)(CO[C@@H]3O)[C@H]1O[C@H]1[C@@H]([C@H]([C@@H]([C@@H](CO)O1)O)O)O;0.105747797;1;-14.3;8;;;;;;
CHEMBL2208098;CC(C)(C)c1ccc(-c2c(O)ccn([C@H]3O[C@H](CO)[C@@H](O)[C@H]3O)c2=O)cc1;3;No;CC(C)(C)c1ccc(c2c(ccn([C@@H]3[C@@H]([C@@H]([C@@H](CO)O3)O)O)c2=O)O)cc1;0.11957252;1;-11.4;4;;;;;;
CHEMBL2208100;O=c1c(-c2ccc(-c3ccccc3)cc2)c(O)ccn1[C@H]1O[C@H](CO)[C@@H](O)[C@H]1O;3;No;O=c1c(c2ccc(c3ccccc3)cc2)c(O)ccn1[C@H]1O[C@H](CO)[C@@H](O)[C@H]1O;0.121890172;1;-11.2;4;;;;;;
CHEMBL2235443;OC[C@H]1O[C@H](OC2=C(c3cc(O)c(O)c(O)c3)Oc3cc(O)cc(O)c3C2)[C@@H](O)[C@@H](O)[C@@H]1O;3;No;OC[C@H]1O[C@H](OC2=C(Oc3cc(O)cc(O)c3C2)c2cc(O)c(O)c(O)c2)[C@@H](O)[C@@H](O)[C@@H]1O;0.098088056;1;-11.3;4;;;;;;
CHEMBL2259983;OC[C@H]1O[C@H](Oc2cc3c(O)cc(O)cc3[o+]c2-c2cc(O)c(O)c(O)c2)[C@@H](O)[C@H](O)[C@H]1O;3;No;OC[C@H]1O[C@H](Oc2cc3c(O)cc(O)cc3[o+]c2c2cc(O)c(O)c(O)c2)[C@@H](O)[C@H](O)[C@H]1O;0.090662316;1;-11.3;4;;;;;;
CHEMBL2269910;C=C1CC[C@]2(C(=O)O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O[C@@H]6OC[C@@H](O)[C@H](O)[C@H]6O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2[C@]1(C)O;3;No;C=C1CC[C@]2(C(=O)O[C@H]3[C@@H]([C@H]([C@@H]([C@@H](CO)O3)O)O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@@H](C(C)(C)[C@@H]5CC[C@@]34C)O[C@H]3[C@@H]([C@H]([C@@H](CO3)O)O)O)[C@@H]2[C@]1(C)O;0.059825804;1;-16.5;6;;;;;;
CHEMBL2272412;CC1(C)CC[C@]2(C(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O[C@@H]6O[C@H](CO)[C@@H](O)[C@H](O[C@@H]7O[C@H](CO)[C@@H](O)[C@H](O)[C@H]7O)[C@H]6O[C@@H]6OC[C@@H](O)[C@H](O)[C@H]6O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2[C@@H]1O;3;No;CC1(C)CC[C@]2(C(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@@H](C(C)(C)[C@@H]5CC[C@@]34C)O[C@H]3[C@@H]([C@H]([C@@H]([C@@H](CO)O3)O)O[C@H]3[C@@H]([C@H]([C@@H]([C@@H](CO)O3)O)O)O)O[C@H]3[C@@H]([C@H]([C@@H](CO3)O)O)O)[C@@H]2[C@@H]1O;0.042373043;1;-13;9;;;;;;
CHEMBL227427;C[C@H](CC[C@@H](O[C@@H]1O[C@H](CO[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@H](O)[C@H]1O)C(C)(C)O)[C@H]1CC[C@@]2(C)[C@@H]3CC=C4[C@@H](CC[C@H](O[C@@H]5O[C@H](CO)[C@@H](O)[C@H](O)[C@H]5O)C4(C)C)[C@]3(C)CC[C@]12C;3;No;C[C@H](CC[C@H](C(C)(C)O)O[C@H]1[C@@H]([C@H]([C@@H]([C@@H](CO[C@H]2[C@@H]([C@H]([C@@H]([C@@H](CO)O2)O)O)O)O1)O)O)O)[C@H]1CC[C@@]2(C)[C@@H]3CC=C4[C@@H](CC[C@@H](C4(C)C)O[C@H]4[C@@H]([C@H]([C@@H]([C@@H](CO)O4)O)O)O)[C@]3(C)CC[C@]12C;0.06490802;1;-14.6;14;;;;;;
CHEMBL2295879;C[C@@H]1O[C@@H](Oc2cc(O)c3c(c2)O[C@@H](c2cc(O)c(O)c(O)c2)CC3=O)[C@@H](O)[C@@H](O)[C@H]1O;3;No;C[C@H]1[C@@H]([C@@H]([C@@H]([C@@H](O1)Oc1cc(c2c(c1)O[C@@H](c1cc(c(c(c1)O)O)O)CC2=O)O)O)O)O;0.091577441;1;-11.7;3;;;;;;
CHEMBL2296522;O=C(/C=C/c1ccc(O)cc1)OC[C@H]1O[C@@H](OCCc2ccc(O)c(O)c2)[C@H](O[C@@H]2OC[C@H](O)[C@H](O)[C@H]2O)[C@@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H]1O;3;No;O=C(OC[C@H]1O[C@@H](OCCc2ccc(O)c(O)c2)[C@H](O[C@@H]2OC[C@H](O)[C@H](O)[C@H]2O)[C@@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H]1O)/C=C/c1ccc(O)cc1;0.087408215;1;-11.3;15;;;;;;
CHEMBL2303688;O=C(O[C@H]1[C@H](Oc2cc(O)cc(/C=C/c3ccc(O)cc3)c2)O[C@@H](CO)[C@@H](O)[C@@H]1O)c1cc(O)c(O)c(O)c1;3;No;[C@@H]1([C@@H](O[C@H]([C@H]([C@@H]1O)O)CO)Oc1cc(cc(/C=C/c2ccc(cc2)O)c1)O)OC(=O)c1cc(c(c(c1)O)O)O;0.045191314;1;-11.9;9;;;;;;
CHEMBL2303987;O=C(CCc1ccc(O)c(/N=C/c2ccc([N+](=O)[O-])cc2)c1)c1c(O)cc(O)cc1O[C@@H]1O[C@@H](CO)[C@@H](O)[C@H](O)[C@@H]1O;3;No;O=C(CCc1ccc(O)c(c1)/N=C/c1ccc(cc1)[N+](=O)[O-])c1c(O)cc(O)cc1O[C@@H]1O[C@@H](CO)[C@@H](O)[C@H](O)[C@@H]1O;0.096416675;1;-11.5;11;;;;;;
CHEMBL2311860;COC(=O)C1=CO[C@@H](O[C@@H]2O[C@H](CO[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)[C@@H](O)[C@H](O)[C@H]2O)[C@@H]2C(CO)=CC[C@H]12;3;No;COC(=O)C1=CO[C@H]([C@@H]2C(=CC[C@H]12)CO)O[C@H]1[C@@H]([C@H]([C@@H]([C@@H](CO[C@@H]2[C@@H]([C@H]([C@@H]([C@@H](CO)O2)O)O)O)O1)O)O)O;0.058048144;1;-11.2;9;;;;;;
CHEMBL2311861;COC(=O)C1=CO[C@@H](O[C@@H]2O[C@@H](CO)[C@@H](O)[C@H](O)[C@@H]2O)[C@@H]2C(CO[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)=CC[C@H]12;3;No;COC(=O)C1=CO[C@H]([C@@H]2C(=CC[C@H]12)CO[C@H]1[C@@H]([C@H]([C@@H]([C@@H](CO)O1)O)O)O)O[C@H]1[C@H]([C@H]([C@@H]([C@H](CO)O1)O)O)O;0.109226502;1;-11;9;;;;;;
CHEMBL2312738;O=c1cc(-c2ccc(O)cc2)oc2cc(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]3O)c(O)c(O)c12;3;No;O=c1cc(oc2cc(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]3O)c(O)c(O)c12)c1ccc(O)cc1;0.051185563;1;-11.1;4;;;;;;
CHEMBL2312739;O=c1cc(-c2ccc(O)cc2)oc2cc(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)c(O)c(O)c12;3;No;O=c1cc(oc2cc(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)c(O)c(O)c12)c1ccc(O)cc1;0.093189813;1;-11.3;4;;;;;;
CHEMBL2316620;O=C(O[C@H]1[C@H](Oc2ccc(O)cc2COC(=O)[C@@]2(O)[C@H](O)C=CC(=O)[C@@H]2O)O[C@H](CO)[C@@H](O)[C@@H]1O)c1ccccc1;3;No;[C@@H]1([C@@]([C@H](C(=O)C=C1)O)(C(=O)OCc1c(ccc(c1)O)O[C@H]1[C@@H]([C@H]([C@@H]([C@@H](CO)O1)O)O)OC(=O)c1ccccc1)O)O;0.071215838;1;-11;10;;;;;;
CHEMBL2331568;COc1cc2c(c(OC)c1O)[C@@H]1c3c(cc(OC)c(O)c3OC)OC[C@H](C2)[C@H]1CO[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O;3;No;COc1cc2c(c(c1O)OC)[C@@H]1c3c(cc(c(c3OC)O)OC)OC[C@H](C2)[C@H]1CO[C@H]1[C@@H]([C@H]([C@@H]([C@@H](CO)O1)O)O)O;0.098685511;1;-12.3;8;;;;;;
CHEMBL2332679;O=C1c2c(O)cc(O)cc2O[C@@H](c2ccc(O)c(O)c2)[C@@H]1O[C@@H]1O[C@@H](CO)[C@@H](O)[C@H](O)[C@H]1O;3;No;O=C1c2c(O)cc(O)cc2O[C@@H](c2ccc(O)c(O)c2)[C@@H]1O[C@@H]1O[C@@H](CO)[C@@H](O)[C@H](O)[C@H]1O;0.030752942;1;-11;4;;;;;;
CHEMBL234748;CC(=O)OC[C@H]1O[C@@H](O[C@H]2CC[C@@]3(C)C(=CC[C@H]4[C@@H]5C[C@@H]6O[C@]7(CC[C@@H](C)CO7)[C@@H](C)[C@@H]6[C@@]5(C)CC[C@@H]43)C2)[C@H](O[C@@H]2O[C@@H](C)[C@H](OC(C)=O)[C@@H](O)[C@H]2O)[C@@H](O)[C@@H]1O;3;No;CC(=O)OC[C@@H]1[C@H]([C@@H]([C@H]([C@@H](O1)O[C@H]1CC[C@@]2(C)C(=CC[C@H]3[C@@H]4C[C@H]5[C@H]([C@@H]([C@@]6(CC[C@@H](C)CO6)O5)C)[C@@]4(C)CC[C@H]23)C1)O[C@H]1[C@@H]([C@@H]([C@H]([C@H](C)O1)OC(=O)C)O)O)O)O;0.074439474;1;-14.1;9;;;;;;
CHEMBL2367698;COC(=O)[C@@]12OC[C@]34[C@@H]([C@@H](O)[C@@H]1O)[C@@]1(C)[C@H](O)[C@H](O[C@@H]5O[C@H](CO)[C@@H](O)[C@H](O)[C@H]5O)C=C(C)[C@H]1C[C@H]3OC(=O)[C@H](OC(=O)C=C(C)C)[C@H]24;3;No;COC(=O)[C@]12[C@@H]3[C@]4(CO2)[C@@H](C[C@@H]2C(=C[C@H]([C@H]([C@]2(C)[C@@H]4[C@H]([C@@H]1O)O)O)O[C@H]1[C@@H]([C@H]([C@@H]([C@@H](CO)O1)O)O)O)C)OC(=O)[C@@H]3OC(=O)C=C(C)C;0.096953854;1;-12.6;9;;;;;;
CHEMBL2367701;COC(=O)[C@]12OC[C@@]34[C@H]1[C@@H](OC(=O)C=C(C)C)C(=O)O[C@@H]3C[C@H]1C(C)=C(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)C(=O)C[C@]1(C)[C@H]4[C@@H](O)[C@@H]2O;3;No;COC(=O)[C@]12[C@H]3[C@]4(CO2)[C@@H](C[C@H]2C(=C(C(=O)C[C@]2(C)[C@H]4[C@H]([C@@H]1O)O)O[C@H]1[C@@H]([C@H]([C@@H]([C@@H](CO)O1)O)O)O)C)OC(=O)[C@@H]3OC(=O)C=C(C)C;0.108399279;1;-13;9;;;;;;
CHEMBL2374341;CC(=O)OC[C@@H]1O[C@H](O[C@@H]2C[C@@H]3C(C)(C)[C@H](O)CC[C@]3(C)[C@H]3CC[C@]45C[C@]4(CC[C@H]5[C@@H](C)C[C@@H](O)[C@@H](O)C(C)(C)O)[C@]23C)[C@@H](O)[C@@H](O)[C@H]1O;3;No;CC(=O)OC[C@H]1[C@@H]([C@@H]([C@@H]([C@H](O1)O[C@@H]1C[C@@H]2C(C)(C)[C@@H](CC[C@]2(C)[C@H]2CC[C@]34C[C@]3(CC[C@H]4[C@@H](C)C[C@H]([C@H](C(C)(C)O)O)O)[C@]12C)O)O)O)O;0.050901219;1;-14.3;10;;;;;;
CHEMBL2374662;C[C@@]1(C(=O)O[C@H]2O[C@@H](CO)[C@@H](O)[C@@H](O)[C@@H]2O)CCC[C@@]2(C)[C@@H]3[C@H]4C[C@H]5C[C@]3(CC[C@H]12)[C@H](O)[C@@]5(CO)O4;3;No;O1[C@@]2([C@@H](O)[C@@]34[C@H]([C@]5([C@@H]([C@@](CCC5)(C(=O)O[C@H]5O[C@H]([C@@H](O)[C@@H](O)[C@@H]5O)CO)C)CC3)C)[C@H]1C[C@H]2C4)CO;0.081619926;1;-13.7;5;;;;;;
CHEMBL2419617;O=C(OC[C@@H]1O[C@@H](OC[C@H]2O[C@H](OCc3ccccc3)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@@H]1O)c1ccccc1;3;No;O=C(OC[C@@H]1O[C@@H](OC[C@H]2O[C@H](OCc3ccccc3)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@@H]1O)c1ccccc1;0.050621077;1;-11.4;10;;;;;;
CHEMBL2419633;CON(CC(=O)Nc1ccc2c(c1O)C(=O)C1=C(O)[C@]3(O)C(=O)C(C(N)=O)=C(O)[C@@H](N(C)C)[C@@H]3[C@@H](O)[C@@H]1[C@H]2C)[C@@H]1O[C@@H](CO)[C@@H](O)[C@H](O)[C@H]1N;3;No;CON(CC(=O)Nc1ccc2c(c1O)C(=O)C1=C([C@@]3(C(=O)C(=C([C@H]([C@@H]3[C@H]([C@@H]1[C@H]2C)O)N(C)C)O)C(=O)N)O)O)[C@H]1[C@@H]([C@H]([C@@H]([C@H](CO)O1)O)O)N;0.122084573;1;-14.2;8;;;;;;
CHEMBL2419638;CON(CC(=O)Nc1ccc2c(c1O)C(=O)C1=C(O)[C@]3(O)C(=O)C(C(N)=O)=C(O)[C@@H](N(C)C)[C@@H]3[C@H](O)[C@@H]1[C@H]2C)[C@H]1O[C@@H](CO)[C@H](O)[C@H](O)[C@H]1N;3;No;CON(CC(=O)Nc1ccc2c(c1O)C(=O)C1=C([C@@]3(C(=O)C(=C([C@H]([C@@H]3[C@@H]([C@@H]1[C@H]2C)O)N(C)C)O)C(=O)N)O)O)[C@@H]1[C@@H]([C@H]([C@H]([C@H](CO)O1)O)O)N;0.020302862;1;-12.8;8;;;;;;
CHEMBL2419848;C[C@H]1O[C@@H](O[C@H]2CC[C@]3(C)[C@H]4C[C@@H](O)[C@]5(C)[C@@H](C6=CC(=O)OC6)CC[C@]5(O)[C@@H]4CC[C@]3(O)C2)[C@H](O)[C@H](O)[C@@H]1O;3;No;C[C@@H]1[C@H]([C@H]([C@H]([C@@H](O1)O[C@H]1CC[C@]2(C)[C@H]3C[C@H]([C@]4(C)[C@@H](C5=CC(=O)OC5)CC[C@@]4([C@@H]3CC[C@@]2(C1)O)O)O)O)O)O;0.031615865;1;-15.4;3;;;;;;
CHEMBL2419861;C[C@]12CC[C@H]3[C@@H](CC[C@]4(O)C[C@@H](O)CC[C@]34C(=O)O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)[C@@]1(O)CC[C@@H]2C1=CC(=O)OC1;3;No;C[C@]12CC[C@H]3[C@@H](CC[C@@]4(C[C@H](CC[C@]34C(=O)O[C@H]3[C@@H]([C@H]([C@@H]([C@@H](CO)O3)O)O)O)O)O)[C@]1(CC[C@@H]2C1=CC(=O)OC1)O;0.078187548;1;-15.1;5;;;;;;
CHEMBL2425137;OC[C@H]1O[C@@H](Oc2cc3c(O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)cc(O)cc3[o+]c2-c2ccc(O)c(O)c2)[C@H](O)[C@@H](O)[C@@H]1O;3;No;OC[C@H]1O[C@@H](Oc2cc3c(O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)cc(O)cc3[o+]c2c2ccc(O)c(O)c2)[C@H](O)[C@@H](O)[C@@H]1O;0.071964942;1;-11.7;7;;;;;;
CHEMBL2429887;NC[C@H]1O[C@H](O[C@@H]2[C@@H](N)C[C@@H](N)[C@H](OCc3cccc4ccccc34)[C@H]2O)[C@H](N)[C@@H](OCc2cccc3ccccc23)[C@@H]1OCc1cccc2ccccc12;3;No;[C@H]1([C@H]([C@@H]([C@H]([C@H](O1)O[C@H]1[C@@H]([C@H]([C@@H](C[C@@H]1N)N)OCc1c2c(ccc1)cccc2)O)N)OCc1cccc2c1cccc2)OCc1c2c(ccc1)cccc2)CN;0.099707127;1;-12.8;12;;;;;;
CHEMBL2431473;C[C@]12C(=O)OC[C@@]1(C)[C@@]13CC=C(CO[C@H]4O[C@@H](CO)[C@H](O)[C@@H](O)[C@@H]4O)[C@@]1(CC(=O)O3)[C@@H]2O;3;No;C1(=CC[C@@]23[C@@]1([C@@H]([C@@]1([C@]2(COC1=O)C)C)O)CC(=O)O3)CO[C@@H]1[C@H]([C@@H]([C@H]([C@H](CO)O1)O)O)O;0.067799121;1;-11.9;4;;;;;;
CHEMBL2431740;N[C@H]1C[C@@H](N)[C@H](OCc2ccc3ccccc3c2)[C@@H](O)[C@@H]1O[C@H]1O[C@H](CO)[C@@H](OCc2ccc3ccccc3c2)[C@H](OCc2ccc3ccccc3c2)[C@H]1N;3;No;[C@H]1([C@H]([C@@H]([C@H]([C@H](O1)O[C@H]1[C@@H]([C@H]([C@@H](C[C@@H]1N)N)OCc1cc2c(cc1)cccc2)O)N)OCc1ccc2c(c1)cccc2)OCc1cc2c(cc1)cccc2)CO;0.079514168;1;-13.3;12;;;;;;
CHEMBL2431741;N[C@H]1C[C@@H](N)[C@H](OCc2cccc3ccccc23)[C@@H](O)[C@@H]1O[C@H]1O[C@H](CO)[C@@H](OCc2cccc3ccccc23)[C@H](OCc2cccc3ccccc23)[C@H]1N;3;No;[C@H]1([C@H]([C@@H]([C@H]([C@H](O1)O[C@H]1[C@@H]([C@H]([C@@H](C[C@@H]1N)N)OCc1c2c(ccc1)cccc2)O)N)OCc1cccc2c1cccc2)OCc1c2c(ccc1)cccc2)CO;0.107010007;1;-12.9;12;;;;;;
CHEMBL2431742;NC[C@H]1O[C@H](O[C@@H]2[C@@H](N)C[C@@H](N)[C@H](OCCCc3ccc4ccccc4c3)[C@H]2O)[C@H](N)[C@@H](OCCCc2ccc3ccccc3c2)[C@@H]1O;3;No;[C@H]1([C@H]([C@@H]([C@H]([C@H](O1)O[C@H]1[C@@H]([C@H]([C@@H](C[C@@H]1N)N)OCCCc1cc2c(cc1)cccc2)O)N)OCCCc1ccc2c(c1)cccc2)O)CN;0.104745016;1;-12.3;13;;;;;;
CHEMBL2431743;NC[C@H]1O[C@H](O[C@@H]2[C@@H](N)C[C@@H](N)[C@H](OCCCCc3ccc4ccccc4c3)[C@H]2O)[C@H](N)[C@@H](OCCCCc2ccc3ccccc3c2)[C@@H]1O;3;No;[C@H]1([C@H]([C@@H]([C@H]([C@H](O1)O[C@H]1[C@@H]([C@H]([C@@H](C[C@@H]1N)N)OCCCCc1ccc2c(c1)cccc2)O)N)OCCCCc1ccc2c(c1)cccc2)O)CN;0.097523101;1;-11.7;15;;;;;;
CHEMBL2431744;NC[C@H]1O[C@H](O[C@@H]2[C@@H](N)C[C@@H](N)[C@H](OCCCCCCc3ccc4ccccc4c3)[C@H]2O)[C@H](N)[C@@H](OCCCCCCc2ccc3ccccc3c2)[C@@H]1O;3;No;[C@H]1([C@H]([C@@H]([C@H]([C@H](O1)O[C@H]1[C@@H]([C@H]([C@@H](C[C@@H]1N)N)OCCCCCCc1cc2c(cc1)cccc2)O)N)OCCCCCCc1ccc2c(c1)cccc2)O)CN;0.107813247;1;-11;19;;;;;;
CHEMBL2431749;NC[C@H]1O[C@@H](O[C@@H]2[C@@H](O)[C@H](OCCCc3ccc4ccccc4c3)[C@@H](N)C[C@H]2N)[C@H](N)[C@@H](OCCCc2ccc3ccccc3c2)[C@@H]1OCCCc1ccc2ccccc2c1;3;No;[C@H]1([C@H]([C@@H]([C@H]([C@@H](O1)O[C@@H]1[C@H]([C@@H]([C@H](C[C@H]1N)N)OCCCc1cc2c(cc1)cccc2)O)N)OCCCc1cc2c(cc1)cccc2)OCCCc1cc2c(cc1)cccc2)CN;0.055943798;1;-12.5;18;;;;;;
CHEMBL2436933;O=c1c2cc(O)ccc2oc2c(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)ccc(O)c12;3;No;O=c1c2cc(O)ccc2oc2c(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)ccc(O)c12;0.045568708;1;-11;3;;;;;;
CHEMBL2442991;CCCCO[C@H]1OC[C@]23CC[C@@]1(C)C[C@@H]2C1=CC[C@@H]2[C@@]4(C)CC[C@H](O[C@H]5OC[C@H](O[C@@H]6O[C@H](CO)[C@@H](O)[C@H](O)[C@H]6O)[C@H](O)[C@H]5O[C@@H]5O[C@H](CO)[C@@H](O)[C@H](O)[C@H]5O)C(C)(C)[C@H]4CC[C@@]2(C)[C@]1(C)C[C@H]3O;3;No;CCCCO[C@@H]1[C@]2(CC[C@@]3(CO1)[C@H](C2)C1=CC[C@@H]2[C@@]4(C)CC[C@@H](C(C)(C)[C@H]4CC[C@@]2(C)[C@]1(C)C[C@H]3O)O[C@@H]1[C@@H]([C@H]([C@H](CO1)O[C@H]1[C@@H]([C@H]([C@@H]([C@@H](CO)O1)O)O)O)O)O[C@H]1[C@@H]([C@H]([C@@H]([C@@H](CO)O1)O)O)O)C;0.100618526;1;-13.7;12;;;;;;
CHEMBL250694;O=C1C[C@@H](c2ccc(O)cc2)Oc2c(O)c(O)cc(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)c21;3;No;O=C1C[C@H](Oc2c(O)c(O)cc(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)c12)c1ccc(O)cc1;0.045311391;1;-11.1;4;;;;;;
CHEMBL257542;CN(CCN(C)Cc1cc(O[C@H]2O[C@@H](CO)[C@H](O)[C@@H](O)[C@@H]2O)cc(C(C)(C)C)c1O)Cc1cc(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)cc(C(C)(C)C)c1O;3;No;c1(cc(c(c(c1)CN(CCN(Cc1c(c(cc(c1)O[C@@H]1[C@H]([C@@H]([C@H]([C@H](CO)O1)O)O)O)C(C)(C)C)O)C)C)O)C(C)(C)C)O[C@H]1[C@@H]([C@H]([C@@H]([C@@H](CO)O1)O)O)O;0.043660771;1;-11.5;15;;;;;;
CHEMBL258392;COC(=O)[C@@]1(C)CC[C@]2(C(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)C[C@H](O)[C@H](O[C@@H]6OC[C@@H](O)[C@H](O)[C@H]6O)[C@@](C)(CO)[C@@H]5CC[C@]43C)[C@@H]2C1;3;No;COC(=O)[C@@]1(C)CC[C@]2(C(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)C[C@@H]([C@@H]([C@@](C)(CO)[C@@H]5CC[C@@]34C)O[C@H]3[C@@H]([C@H]([C@@H](CO3)O)O)O)O)[C@@H]2C1;0.113964334;1;-15.1;6;;;;;;
CHEMBL265606;COc1ccc([C@H]2CC(=O)c3c(O)cc(O[C@@H]4O[C@H](CO[C@@H]5O[C@@H](C)[C@H](O)[C@H](O)[C@H]5O)[C@@H](O)[C@@H](O)[C@H]4O)cc3O2)cc1O;3;No;COc1ccc([C@H]2CC(=O)c3c(cc(cc3O2)O[C@H]2[C@@H]([C@@H]([C@@H]([C@@H](CO[C@H]3[C@@H]([C@H]([C@H]([C@H](C)O3)O)O)O)O2)O)O)O)O)cc1O;0.106245421;1;-12.3;7;;;;;;
CHEMBL265781;C[C@@H](NC(=O)[C@@H](N)Cc1ccc(O)cc1)C(=O)N[C@@H](Cc1ccccc1)C(=O)NCC(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CO)C(=O)OC[C@H]1O[C@H](O)[C@H](O)[C@@H](O)[C@@H]1O;3;No;C[C@H](C(=O)N[C@@H](Cc1ccccc1)C(=O)NCC(=O)N[C@@H](Cc1ccc(cc1)O)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CO)C(=O)OC[C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O)O)O)O)NC(=O)[C@H](Cc1ccc(cc1)O)N;0.084511608;1;-11;22;;;;;;
CHEMBL269127;CC(=O)O[C@H]1[C@H](C)O[C@@H](OC[C@H]2O[C@@H](O[C@H]3CC[C@@]4(C)C(=CC[C@H]5[C@@H]6C[C@@H]7O[C@]8(CC[C@@H](C)CO8)[C@@H](C)[C@@H]7[C@@]6(C)CC[C@@H]54)C3)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@@H]1O;3;No;CC(=O)O[C@H]1[C@H](C)O[C@H]([C@@H]([C@@H]1O)O)OC[C@@H]1[C@H]([C@@H]([C@H]([C@@H](O1)O[C@H]1CC[C@@]2(C)C(=CC[C@H]3[C@@H]4C[C@H]5[C@H]([C@@H]([C@@]6(CC[C@@H](C)CO6)O5)C)[C@@]4(C)CC[C@H]23)C1)O)O)O;0.081596397;1;-14.5;7;;;;;;
CHEMBL277011;CCNN1C(=O)c2c(c3c4cccc(O)c4n([C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)c3c3[nH]c4c(O)cccc4c23)C1=O;3;No;n1([C@H]2[C@@H]([C@H]([C@@H]([C@@H](CO)O2)O)O)O)c2c3[nH]c4c(c3c3C(=O)N(NCC)C(=O)c3c2c2c1c(ccc2)O)cccc4O;0.019480484;1;-10.9;7;;;;;;
CHEMBL277667;CNN1C(=O)c2c(c3c4cccc(O)c4n([C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)c3c3[nH]c4c(O)cccc4c23)C1=O;3;No;n1([C@H]2[C@@H]([C@H]([C@@H]([C@@H](CO)O2)O)O)O)c2c3[nH]c4c(c3c3C(=O)N(NC)C(=O)c3c2c2c1c(ccc2)O)cccc4O;0.022037465;1;-11.2;6;;;;;;
CHEMBL278312;NC[C@H]1O[C@@H](O[C@@H](CNC(=O)Nc2ccc(C3CCCCC3)cc2)[C@@H]2C[C@@H](O)[C@H](n3ccc(=O)[nH]c3=O)O2)[C@H](O)[C@@H]1O;3;No;NC[C@@H]1[C@H]([C@H]([C@@H](O1)O[C@@H](CNC(=O)Nc1ccc(C2CCCCC2)cc1)[C@@H]1C[C@H]([C@H](n2ccc(=O)[nH]c2=O)O1)O)O)O;0.116727844;1;-11.9;9;;;;;;
