Compound;SMILES;Cluster;Center;Smiles;rmsd;Model.ID;Energy;nRot
CPD-1862;OC[C@H]1O[C@@H](S/C(Cc2c[nH]c3ccccc23)=N/O)[C@H](O)[C@@H](O)[C@@H]1O;0;No;OC[C@H]1O[C@@H](S/C(/Cc2c[nH]c3ccccc32)=N/O)[C@H](O)[C@@H](O)[C@@H]1O;0.147393018;1;-8.4;5
CPD-19470;O=S(=O)([O-])O/N=C(/Cc1cn(O)c2ccccc12)S[C@@H]1O[C@@H](CO)[C@H](O)[C@@H](O)[C@H]1O;0;No;[O-]S(=O)(=O)O/N=C(/Cc1c[n](O)c2ccccc21)\S[C@@H]1O[C@@H](CO)[C@H](O)[C@@H](O)[C@H]1O;0.130922064;1;-8.6;7
CPD-20010;O=C(CCc1ccc(O)cc1)c1c(O)cc(O)c([C@@H]2O[C@@H](CO)[C@@H](O)[C@@H](O)[C@@H]2O)c1O;0;No;OC[C@@H]1O[C@H]([C@@H](O)[C@H](O)[C@@H]1O)c1c(O)cc(O)c(C(=O)CCc2ccc(O)cc2)c1O;0.068093509;1;-9.4;0
CPD-474;O=C1c2c(O)cc([O-])cc2O[C@@H](c2ccc(O)c(O)c2)[C@@H]1O;0;No;[O-]c1cc2O[C@H]([C@H](O)C(=O)c2c(O)c1)c1cc(O)c(O)cc1;0.418595225;1;-9;1
CPD-477;C=C1C[C@]23C[C@@]1(O)CC[C@H]2[C@@]1(C)C[C@H](O)C[C@@](C)(C(=O)[O-])[C@H]1[C@H]3C(=O)[O-];0;No;C[C@]1(C[C@@H](O)C[C@]2(C)[C@@H]3CC[C@]4(O)C[C@]3(CC4=C)[C@@H]([C@H]12)C([O-])=O)C([O-])=O;0.142022774;1;-9.4;2
CPD-6623;COc1cc(/C=C/C(=O)/C=C(O)\C=C/c2ccc(O[C@H]3O[C@H](CO)[C@@H](O)[C@@H](O)[C@@H]3O)c(OC)c2)ccc1O[C@@H]1O[C@@H](CO)[C@@H](O)[C@H](O)[C@@H]1O;0;No;COc1cc(/C=C\C(\O)=C/C(=O)/C=C/c2cc(OC)c(cc2)O[C@@H]2O[C@@H](CO)[C@@H](O)[C@H](O)[C@@H]2O)ccc1O[C@H]1O[C@H](CO)[C@@H](O)[C@@H](O)[C@@H]1O;0.200498119;1;-9.6;13
CPD-6624;COc1cc(/C=C/C(O)=C\C(=O)/C=C/c2ccc(O[C@@H]3O[C@@H](CO[C@H]4O[C@@H](CO)[C@H](O)[C@H](O)[C@H]4O)[C@H](O)[C@@H](O)[C@@H]3O)c(OC)c2)ccc1O;0;No;COc1cc(ccc1O)/C=C/C(/O)=C\C(=O)/C=C/c1cc(OC)c(cc1)O[C@@H]1O[C@@H](CO[C@H]2O[C@@H](CO)[C@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O;0.214829445;1;-10;13
CPD-6625;COc1cc(/C=C/C(O)=C\C(=O)/C=C\c2ccc(O[C@H]3O[C@H](CO[C@H]4O[C@H](CO)[C@H](O)[C@@H](O)[C@@H]4O)[C@@H](O)[C@@H](O)[C@H]3O)c(OC)c2)ccc1O[C@H]1O[C@H](CO)[C@@H](O)[C@@H](O)[C@H]1O;0;No;COc1cc(/C=C/C(/O)=C\C(=O)/C=C\c2cc(OC)c(cc2)O[C@H]2O[C@H](CO[C@H]3O[C@H](CO)[C@H](O)[C@@H](O)[C@@H]3O)[C@@H](O)[C@@H](O)[C@H]2O)ccc1O[C@H]1O[C@H](CO)[C@@H](O)[C@@H](O)[C@H]1O;0.214784846;1;-9.6;16
CPD-6994;O=C1C[C@H](c2ccc(O)c(O)c2)Oc2cc([O-])cc(O)c21;0;No;[O-]c1cc2O[C@H](CC(=O)c2c(O)c1)c1cc(O)c(O)cc1;0.411204606;1;-9.1;1
CPD-7073;COc1ccc([C@H]2CC(=O)c3c(O)cc(O[C@H]4O[C@H](CO)[C@H](O)[C@H](O)[C@H]4O)cc3O2)cc1O;0;No;COc1ccc(cc1O)[C@H]1CC(=O)c2c(cc(cc2O)O[C@H]2O[C@H](CO)[C@H](O)[C@H](O)[C@H]2O)O1;0.143155396;1;-8.7;5
CPD-7074;COc1ccc([C@@H]2CC(=O)c3c(O)cc(O[C@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]4O[C@@H]4O[C@H](C)[C@@H](O)[C@H](O)[C@H]4O)cc3O2)cc1O;0;No;C[C@H]1O[C@@H](O[C@@H]2[C@H](O[C@H](CO)[C@@H](O)[C@@H]2O)Oc2cc3O[C@@H](CC(=O)c3c(O)c2)c2cc(O)c(cc2)OC)[C@H](O)[C@@H](O)[C@@H]1O;0.234841704;1;-8;7
CPD-7075;COc1ccc([C@@H]2CC(=O)c3c(O)cc(O[C@@H]4O[C@H](CO[C@H]5O[C@H](C)[C@@H](O)[C@@H](O)[C@H]5O)[C@@H](O)[C@H](O)[C@H]4O)cc3O2)cc1O;0;No;C[C@H]1O[C@H](OC[C@H]2O[C@@H](Oc3cc(O)c4C(=O)C[C@H](Oc4c3)c3cc(O)c(cc3)OC)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@H](O)[C@@H]1O;0.126252651;1;-9;7
CPD-7087;O=C1c2c(O)cc([O-])cc2O[C@H](c2cc(O)c(O)c(O)c2)[C@H]1O;0;No;[O-]c1cc(O)c2C(=O)[C@H](O)[C@H](Oc2c1)c1cc(O)c(O)c(O)c1;0.415001452;1;-8.2;1
CPD-8066;OC[C@@H]1O[C@@](CO)(O[C@H]2O[C@@H](CO[C@@H]3O[C@H](CO[C@H]4O[C@@H](CO[C@@H]5O[C@H](CO[C@@H]6O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]6O)[C@H](O)[C@H](O)[C@H]5O)[C@H](O)[C@@H](O)[C@@H]4O)[C@H](O)[C@@H](O)[C@H]3O)[C@@H](O)[C@H](O)[C@@H]2O)[C@H](O)[C@H]1O;0;No;O[C@H]1[C@H](CO)O[C@@](CO)(O[C@H]2O[C@@H](CO[C@@H]3O[C@H](CO[C@H]4O[C@@H](CO[C@@H]5O[C@H](CO[C@@H]6O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]6O)[C@H](O)[C@H](O)[C@H]5O)[C@H](O)[C@@H](O)[C@@H]4O)[C@H](O)[C@@H](O)[C@H]3O)[C@@H](O)[C@H](O)[C@@H]2O)[C@@H]1O;0.286443114;1;-8;17
CPD-8084;CC/C=C\C/C=C/C/C=C/CCCCCCCC(=O)OC[C@@H](CO[C@@H]1O[C@H](CO[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@H](O)[C@H]1O)OC(=O)CCCCCCC/C=C/C/C=C/CCCCC;0;No;CC/C=C\C/C=C/C/C=C/CCCCCCCC(=O)OC[C@@H](CO[C@@H]1O[C@H](CO[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@H](O)[C@H]1O)OC(=O)CCCCCCC/C=C/C/C=C/CCCCC;0.34955737;1;-8.2;WARNING:
CPD-8160;CCCCCCCC/C=C/CCCCCCCC(=O)OC[C@H](CO[C@H]1O[C@H](CO[C@H]2O[C@H](CO)[C@@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@@H]1O)OC(=O)CCCCCCCCCCCCCCC;0;No;CCCCCCCCCCCCCCCC(=O)O[C@@H](CO[C@H]1O[C@H](CO[C@H]2O[C@H](CO)[C@@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@@H]1O)COC(=O)CCCCCCC/C=C/CCCCCCCC;0.373352855;1;-8.3;WARNING:
CPD-8161;CCCCC/C=C/C/C=C/CCCCCCCC(=O)OC[C@H](CO[C@H]1O[C@H](CO[C@H]2O[C@H](CO)[C@@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@@H]1O)OC(=O)CCCCCCCCCCCCCCC;0;No;CCCCC/C=C/C/C=C/CCCCCCCC(=O)OC[C@H](CO[C@H]1O[C@H](CO[C@H]2O[C@H](CO)[C@@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@@H]1O)OC(=O)CCCCCCCCCCCCCCC;0.352130204;1;-8.4;WARNING:
CPD-8162;CC/C=C\C/C=C/C/C=C/CCCCCCCC(=O)OC[C@H](CO[C@H]1O[C@H](CO[C@@H]2O[C@@H](CO)[C@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@H](O)[C@H]1O)OC(=O)CCCCCCCCCCCCCCC;0;No;CC/C=C\C/C=C/C/C=C/CCCCCCCC(=O)OC[C@H](CO[C@H]1O[C@H](CO[C@@H]2O[C@@H](CO)[C@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@H](O)[C@H]1O)OC(=O)CCCCCCCCCCCCCCC;0.334078461;1;-8.5;WARNING:
CPD-82;COc1cc(CCCO)ccc1O[C@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O;0;Yes;COc1cc(CCCO)ccc1O[C@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O;0.254389107;1;-8.4;7
CPD-8255;OC[C@@H]1O[C@@H](OC[C@H]2O[C@H](OC[C@@H]3O[C@@H](O[C@H]4[C@@H](O)[C@H](O)[C@@H](O)[C@@H](O)[C@@H]4O)[C@H](O)[C@@H](O)[C@H]3O)[C@@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O;0;No;OC[C@@H]1O[C@@H](OC[C@H]2O[C@H](OC[C@@H]3O[C@@H](O[C@H]4[C@@H](O)[C@H](O)[C@@H](O)[C@@H](O)[C@@H]4O)[C@H](O)[C@@H](O)[C@H]3O)[C@@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O;0.251970053;1;-8.6;9
CPD-8258;OC[C@H]1O[C@H](OC[C@@H]2O[C@H](OC[C@@H]3O[C@H](O[C@@H]4[C@@H](O)[C@H](O)[C@H](O)[C@H](O)[C@H]4O)[C@H](O)[C@@H](O)[C@H]3O)[C@@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@H](O)[C@@H]1O;0;No;OC[C@H]1O[C@H](OC[C@@H]2O[C@H](OC[C@@H]3O[C@H](O[C@@H]4[C@@H](O)[C@H](O)[C@H](O)[C@H](O)[C@H]4O)[C@H](O)[C@@H](O)[C@H]3O)[C@@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@H](O)[C@@H]1O;0.331000268;1;-8.9;9
CPD-8634;O=C1/C(=C/c2ccc(O)c(O)c2)Oc2cc(O[C@H]3O[C@@H](CO)[C@H](O)[C@@H](O)[C@@H]3O)cc(O)c21;0;No;OC[C@@H]1O[C@H](Oc2cc(O)c3C(=O)/C(=C/c4cc(O)c(O)cc4)/Oc3c2)[C@@H](O)[C@H](O)[C@H]1O;0.10932219;1;-9.1;4
CPD-8635;O=C1/C(=C\c2cc(O)c(O)c(O)c2)Oc2cc(O[C@H]3O[C@H](CO)[C@H](O)[C@@H](O)[C@H]3O)cc(O)c21;0;No;OC[C@H]1O[C@H](Oc2cc3O/C(=C/c4cc(O)c(O)c(O)c4)/C(=O)c3c(O)c2)[C@H](O)[C@H](O)[C@H]1O;0.120569237;1;-9.7;4
CPD-8654;O=C([O-])C1=C/C(=C\C=[N+]2\c3cc(O)c(O[C@@H]4O[C@H](CO)[C@H](O)[C@@H](O)[C@@H]4O)cc3C[C@H]2C(=O)[O-])C[C@@H](C(=O)[O-])N1;0;No;[O-]C(=O)[C@@H]1C/C(/C=C(N1)C([O-])=O)=C/C=[N+]1\[C@@H](Cc2cc(O[C@@H]3O[C@H](CO)[C@H](O)[C@@H](O)[C@@H]3O)c(O)cc\12)C([O-])=O;0.473066896;1;-9.4;7
CPD-8656;O=C([O-])[C@H]1Cc2cc(O[C@H]3O[C@@H](CO)[C@H](O)[C@@H](O)[C@@H]3O)c(O)cc2N1;0;No;[O-]C(=O)[C@H]1Cc2cc(O[C@H]3O[C@@H](CO)[C@H](O)[C@@H](O)[C@@H]3O)c(O)cc2N1;0.234055385;1;-8.7;4
CPD-8657;O=C([O-])[C@H]1O[C@@H](O[C@H]2[C@@H](Oc3cc4c(cc3O)N[C@@H](C(=O)[O-])C4)O[C@H](CO)[C@@H](O)[C@H]2O)[C@@H](O)[C@H](O)[C@H]1O;0;No;[O-]C(=O)[C@H]1Cc2cc(O[C@H]3O[C@H](CO)[C@@H](O)[C@@H](O)[C@H]3O[C@@H]3O[C@@H]([C@H](O)[C@@H](O)[C@@H]3O)C([O-])=O)c(O)cc2N1;0.238236517;1;-8.7;7
CPD-8664;CC(=C/C=C\C=C(C)\C=C/C=C(/C)C(=O)O[C@H]1O[C@H](CO[C@@H]2O[C@H](CO)[C@H](O)[C@H](O)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O)/C=C/C=C(\C)C(=O)[O-];0;No;C/C(=C/C=C\C(\C)=C\C=C/C=C(/C)\C=C\C=C(/C)\C([O-])=O)/C(=O)O[C@H]1O[C@H](CO[C@@H]2O[C@H](CO)[C@H](O)[C@H](O)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O;0.177966863;1;-8.7;21
CPD-8665;C/C(=C/C=C/C(C)=C/C=C/C=C(C)/C=C\C=C(\C)C(=O)O[C@H]1O[C@@H](CO)[C@@H](O)[C@H](O)[C@H]1O)C(=O)O[C@@H]1O[C@@H](CO[C@H]2O[C@@H](CO)[C@H](O)[C@@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O;0;No;C/C(=C/C=C/C(/C)=C/C=C/C=C(\C)/C=C\C=C(\C)/C(=O)O[C@H]1O[C@@H](CO)[C@@H](O)[C@H](O)[C@H]1O)/C(=O)O[C@@H]1O[C@@H](CO[C@H]2O[C@@H](CO)[C@H](O)[C@@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O;0.185122028;1;-9.9;24
CPD-8666;CC(/C=C\C=C(\C)C(=O)O[C@@H]1O[C@H](CO[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O)=C/C=C\C=C(C)\C=C/C=C(/C)C(=O)O[C@@H]1O[C@H](CO[C@@H]2O[C@H](CO)[C@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@H](O)[C@H]1O;0;No;C/C(/C=C\C=C(\C)/C(=O)O[C@@H]1O[C@H](CO[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O)=C/C=C\C=C(/C)\C=C/C=C(/C)\C(=O)O[C@@H]1O[C@H](CO[C@@H]2O[C@H](CO)[C@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@H](O)[C@H]1O;0.435276479;1;-9.4;27
CPD-8757;COc1cc(CC/N=C/C=C2/C=C(C(=O)[O-])N[C@H](C(=O)[O-])C2)ccc1O;0;No;COc1cc(CC/N=C/C=C2\C[C@H](NC(=C\2)C([O-])=O)C([O-])=O)ccc1O;0.447533786;1;-9.1;7
CPD-8948;O=C(OC[C@@H]1O[C@@H](O)[C@@H](O)[C@@H](O)[C@H]1O)c1cc(O)c(O)c(O)c1;0;No;O[C@@H]1O[C@@H](COC(=O)c2cc(O)c(O)c(O)c2)[C@H](O)[C@H](O)[C@@H]1O;0.142126337;1;-8.3;4
CPD-9320;CC(C)=CCC/C(=C/Cc1cc(O)ccc1O)CO;0;No;CC(C)=CCC/C(/CO)=C/Cc1cc(O)ccc1O;0.095186159;1;-8.5;6
CPD1F-139;C=C1C[C@]23C[C@@]1(O)CC[C@@H]2[C@@]12CC[C@H](O)[C@@](C)(C(=O)O1)[C@H]2[C@@H]3C(=O)[O-];0;No;C[C@]12[C@H]3[C@H](C([O-])=O)[C@@]45CC(=C)[C@@](O)(C4)CC[C@@H]5[C@@]3(CC[C@@H]1O)OC2=O;0.304053247;1;-9.3;1
